,Name_submitted,Accepted_name,Habit,NativeStatus,n_nurseries,StatesSold,NativeRange,StatesRegulated,P_conventional,P_native,Rank
348,Asplenium platyneuron,Asplenium platyneuron,Forb/herb,EFNative,15,"MD, NY, PA, VA, CT, WV","CO, IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.02734375,0.096385542,348
349,Mitella diphylla,Mitella diphylla,Forb/herb,EFNative,11,"PA, DE, NH, MA, VA, WV, NJ","IL, IA, MN, MO, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.015625,0.084337349,349
350,Picea rubens,Picea rubens,Tree,EFNative,11,"MA, ME, PA, VT","CT, ME, MA, NH, NJ, NY, PA, VT, WV, MD, NC, TN, VA",NA,0.015625,0.084337349,350
351,Silphium asteriscus,Silphium asteriscus,Forb/herb,EFNative,11,"RI, PA, MD, VA, NJ","IL, MO, OK, IN, NY, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.015625,0.084337349,351
352,Astragalus canadensis,Astragalus canadensis,Forb/herb,EFNative,7,"MA, CT, PA, VA","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, MI, NJ, NY, OH, PA, VT, WV, CA, NV, UT, NM, TX, AL, AR, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.072289157,352
353,Cinna arundinacea,Cinna arundinacea,Grass,EFNative,7,"MD, MA, VA, PA","MT, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.072289157,353
354,Eupatorium altissimum,Eupatorium altissimum,Forb/herb,EFNative,7,"MD, ME, VA, NJ, PA","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NJ, NY, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.072289157,354
355,Houstonia caerulea,Houstonia caerulea,Forb/herb,EFNative,7,"VA, CT, DE, PA, RI, NJ","IA, MO, WI, CT, NH, NY, VT, AL, AR, KY, LA, MD, MS, TN, VA",NA,0.00390625,0.072289157,355
356,Hypoxis hirsuta,Hypoxis hirsuta,Forb/herb,EFNative,7,"PA, MD, CT, WV","CO, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, NM, TX, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.072289157,356
357,Ilex opaca,Ilex opaca,Shrub,EFNative,85,"OH, MD, KY, NJ, PA, MA, VA, CT, RI, NY, DE, NH","IL, MO, OK, CT, IN, MA, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.234375,0.301204819,357
358,Magnolia virginiana,Magnolia virginiana,Shrub,EFNative,122,"OH, MD, KY, NY, NJ, MA, PA, VA, CT, RI, ME, DE, NH, VT","MA, NJ, NY, PA, TX, AL, AR, DE, FL, GA, LA, MD, MS, NC, SC, TN, VA",NA,0.34375,0.409638554,358
359,Solidago sphacelata,Solidago sphacelata,Forb/herb,EFNative,24,"VA, PA, MD, ME, DE, RI, NY, WV, NJ","IL, IN, OH, WV, AL, GA, KY, MS, NC, TN, VA",NA,0.0546875,0.120481928,359
360,Hepatica acutiloba,Hepatica acutiloba,Forb/herb,EFNative,16,"RI, PA, DE, VA, VT, ME, CT, OH, WV","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NY, OH, PA, VT, WV, AL, AR, GA, KY, MD, NC, SC, TN, VA",NA,0.03125,0.096385542,360
361,Magnolia tripetala,Magnolia tripetala,Tree,EFNative,16,"PA, OH, MD, DE, VA, CT, ME, VT","OK, IN, NY, OH, PA, WV, AL, AR, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.03125,0.096385542,361
362,Heuchera villosa,Heuchera villosa,Forb/herb,EFNative,61,"NY, MD, PA, ME, NJ, VT, DE, CT, VA, NH, WV, OH, RI","MO, IN, NY, OH, PA, WV, AL, AR, GA, KY, MS, NC, SC, TN, VA",NA,0.1640625,0.228915663,362
363,Rhododendron prunifolium,Rhododendron prunifolium,Shrub,EFNative,12,"PA, VA, MD, NH, CT, NJ, DE","AL, GA",NA,0.01953125,0.084337349,363
364,Tilia americana,Tilia americana,Tree,EFNative,57,"OH, MD, NJ, MA, PA, NY, VA, ME, DE, VT, NH","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.15234375,0.21686747,364
365,Aralia spinosa,Aralia spinosa,Shrub,EFNative,8,"MD, OH, VA, PA","IL, MO, OK, IN, NJ, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289157,365
366,Arisaema dracontium,Arisaema dracontium,Forb/herb,EFNative,8,"MA, DE, VA, NJ, WV","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289157,366
367,Castanea pumila,Castanea pumila,Shrub,EFNative,8,"PA, VA, MD","MO, OK, IN, MA, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289157,367
368,Collinsonia canadensis,Collinsonia canadensis,Forb/herb,EFNative,8,"VA, CT, PA, RI, WV, NJ","IL, KS, MO, WI, CT, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289157,368
369,Eubotrys racemosa,Eubotrys racemosa,Shrub,EFNative,8,"MD, CT, PA, VA, MA","CT, MA, NJ, NY, PA, RI, TX, AL, DE, FL, GA, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289157,369
370,Helianthus tuberosus,Helianthus tuberosus,Forb/herb,EFNative,8,"PA, MD, ME, VA, OH, NH","CO, ID, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, UT, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289157,370
371,Micranthes virginiensis,Micranthes virginiensis,Forb/herb,EFNative,8,"MD, VA, PA, NJ, NH, WV","IL, MN, MO, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289157,371
372,Uvularia perfoliata,Uvularia perfoliata,Forb/herb,EFNative,8,"PA, VA, RI, VT, WV","CT, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.072289157,372
373,Chamaecyparis thyoides,Chamaecyparis thyoides,Tree,EFNative,45,"OH, MD, MA, PA, ME, VA, CT, NJ, DE, NH, VT","CT, ME, MA, NH, NJ, NY, RI, AL, DE, FL, GA, MD, MS, NC, SC, VA",NA,0.1171875,0.180722892,373
374,Callirhoe involucrata,Callirhoe involucrata,Forb/herb,EFNative,29,"MD, PA, NJ, VA, OH, DE, ME, VT, NH","CO, IA, KS, MN, MO, NE, OK, NM, TX, AR",NA,0.0703125,0.13253012,374
375,Osmunda claytoniana,Osmunda claytoniana,Forb/herb,EFNative,29,"PA, MA, VA, MD, CT, DE, VT, ME, OH, NH, NJ, RI, WV","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.0703125,0.13253012,375
376,Kalmia angustifolia,Kalmia angustifolia,Shrub,EFNative,21,"MD, NJ, PA, CT, ME, MA, DE, NH, VA","CT, ME, MA, MI, NH, NJ, NY, PA, RI, VT, WV, DE, GA, MD, NC, SC, TN, VA",NA,0.046875,0.108433735,376
377,Baptisia sphaerocarpa,Baptisia sphaerocarpa,Forb/herb,EFNative,17,"MD, VA, PA, MA, OH, ME, NJ","MO, OK, NM, TX, AR, LA",NA,0.03515625,0.096385542,377
378,Populus deltoides,Populus deltoides,Tree,EFNative,17,"MD, MA, CT, OH, PA, VA, NH, ME","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AZ, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.03515625,0.096385542,378
379,Castanea dentata,Castanea dentata,Tree,EFNative,13,"PA, MD, MA, ME, VT, VA, OH","IL, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0234375,0.084337349,379
380,Echinacea tennesseensis,Echinacea tennesseensis,Forb/herb,EFNative,13,"NJ, MA, VA, PA, WV, MD, ME",TN,NA,0.0234375,0.084337349,380
381,Iva frutescens,Iva frutescens,Forb/herb,EFNative,13,"MD, MA, NJ, VA, NH, ME","CT, ME, MA, NH, NJ, NY, PA, RI, TX, AL, DE, FL, GA, LA, MD, MS, NC, SC, VA",NA,0.0234375,0.084337349,381
382,Lysimachia lanceolata,Lysimachia lanceolata,Forb/herb,EFNative,13,"PA, NJ, VA, CT, OH, NH","IL, IA, MO, ND, OK, WI, IN, MI, NJ, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0234375,0.084337349,382
383,Panicum amarum,Panicum amarum,Grass,EFNative,13,"RI, MD, DE, VA, MA, ME, NJ","CT, MA, NJ, NY, PA, RI, WV, NM, TX, AL, DE, FL, GA, LA, MD, MS, NC, SC, VA",NA,0.0234375,0.084337349,383
384,Arnoglossum atriplicifolium,Arnoglossum atriplicifolium,Forb/herb,EFNative,9,"PA, VA, OH, VT","IL, KS, MN, MO, NE, OK, WI, IN, MI, NJ, NY, OH, PA, WV, AL, AR, DE, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.072289157,384
385,Quercus falcata,Quercus falcata,Tree,EFNative,9,"MD, DE, VA, PA","IL, MO, OK, IN, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.072289157,385
386,Scirpus atrovirens,Scirpus atrovirens,Grass,EFNative,9,"ME, MD, CT, PA, MA, NJ","MT, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, TX, AL, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01171875,0.072289157,386
387,Celtis tenuifolia,Celtis tenuifolia,Shrub,EFNative,5,"VA, PA","IL, KS, MO, OK, IN, MI, NJ, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.060240964,387
388,Chasmanthium laxum,Chasmanthium laxum,Grass,EFNative,5,"PA, MD, VA","MO, OK, NY, PA, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.060240964,388
389,Eupatorium sessilifolium,Eupatorium sessilifolium,Forb/herb,EFNative,5,"VA, MA, PA, NJ","IL, IA, KS, MN, MO, WI, CT, IN, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0,0.060240964,389
390,Hypericum hypericoides,Hypericum hypericoides,Shrub,EFNative,5,"MD, VA","IL, KS, MO, OK, IN, MA, NJ, NY, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.060240964,390
391,Juncus canadensis,Juncus canadensis,Grass,EFNative,5,"MA, VA, MD","IL, IA, MN, MO, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.060240964,391
392,Juncus gerardii,Juncus gerardii,Grass,EFNative,5,"MD, NJ","CO, MT, OR, WA, IL, KS, MN, MO, ND, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, UT, DE, KY, MD, VA",NA,0,0.060240964,392
393,Lespedeza virginica,Lespedeza virginica,Forb/herb,EFNative,5,"VA, MD, MA","IL, IA, KS, MN, MO, OK, WI, CT, IN, MA, NY, PA, RI, WV, TX, AL, AR, FL, GA, KY, LA, MD, NC, SC, TN, VA",NA,0,0.060240964,393
394,Liatris pilosa,Liatris pilosa,Forb/herb,EFNative,5,"VA, NJ","NJ, PA, DE, MD, NC, SC, VA",NA,0,0.060240964,394
395,Lobelia inflata,Lobelia inflata,Forb/herb,EFNative,5,"PA, MD, VA, NJ","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.060240964,395
396,Lobelia puberula,Lobelia puberula,Forb/herb,EFNative,5,"MD, VA","IL, MO, OK, IN, NJ, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.060240964,396
397,Lonicera dioica,Lonicera dioica,Vine,EFNative,5,"CT, PA, VA, NJ","WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AR, GA, KY, MD, NC, TN, VA",NA,0,0.060240964,397
398,Populus grandidentata,Populus grandidentata,Tree,EFNative,5,"MD, PA","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, KY, MD, NC, TN, VA",NA,0,0.060240964,398
399,Ruellia strepens,Ruellia strepens,Forb/herb,EFNative,5,"PA, MD, VA, NJ","IL, IA, KS, MO, NE, OK, IN, MI, NJ, OH, PA, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.060240964,399
400,Scutellaria integrifolia,Scutellaria integrifolia,Forb/herb,EFNative,5,"VA, CT, PA","CT, MA, NY, OH, TX, AL, FL, GA, KY, TN",NA,0,0.060240964,400
401,Solidago puberula,Solidago puberula,Forb/herb,EFNative,5,"MD, PA, MA, NJ, ME","CT, ME, MA, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0,0.060240964,401
402,Clethra alnifolia,Clethra alnifolia,Shrub,EFNative,144,"MA, OH, MD, KY, NY, NH, NJ, PA, RI, CT, ME, VA, DE, VT","CT, ME, MA, NH, NJ, NY, PA, RI, WV, TX, AL, DE, FL, GA, LA, MD, MS, NC, SC, TN, VA",NA,0.41015625,0.469879518,402
403,Physocarpus opulifolius,Physocarpus opulifolius,Shrub,EFNative,136,"OH, MA, MD, KY, PA, NY, NJ, RI, CT, ME, VT, VA, NH, DE, WV","IL, IA, KS, MN, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, AL, DE, FL, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.38671875,0.445783133,403
404,Larix laricina,Larix laricina,Tree,EFNative,26,"NJ, CT, MD, NY, OH, PA, VT, ME, NH, MA","AK, IL, MN, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, MD",NA,0.0625,0.120481928,404
405,Avenella flexuosa,Avenella flexuosa,Grass,EFNative,22,"KY, PA, MD, RI, NJ, DE, VT, VA, WV, MA","IL, MN, MO, ND, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.05078125,0.108433735,405
406,Andropogon ternarius,Andropogon ternarius,Grass,EFNative,14,"NJ, VA, PA, ME, DE, MD, WV, CT","IL, KS, MO, OK, IN, NJ, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.02734375,0.084337349,406
407,Symphoricarpos albus,Symphoricarpos albus,Shrub,EFNative,14,"MD, PA, ME, VT, MA, OH, VA","AK, CO, ID, MT, OR, WA, WY, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, CA, UT, NM, DE, KY, MD, NC, VA",NA,0.02734375,0.084337349,407
408,Asarum arifolium,Asarum arifolium,Forb/herb,EFNative,10,"RI, PA, VA, WV","AL, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0.015625,0.072289157,408
409,Carex platyphylla,Carex platyphylla,Grass,EFNative,10,"MA, MD, NJ, PA, RI, VA, DE","WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, KY, MD, NC, TN, VA",NA,0.015625,0.072289157,409
410,Carya cordiformis,Carya cordiformis,Tree,EFNative,10,"OH, MD, VA, PA, MA, ME","IL, IA, KS, MN, MO, NE, OK, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.015625,0.072289157,410
411,Heuchera longiflora,Heuchera longiflora,Forb/herb,EFNative,10,"PA, OH, VA, VT, NJ","WV, AL, KY, NC, TN, VA",NA,0.015625,0.072289157,411
412,Vernonia gigantea,Vernonia gigantea,Forb/herb,EFNative,10,"MA, PA, RI, CT, VA, VT","IL, KS, MO, NE, OK, IN, MI, NY, OH, PA, WV, TX, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.015625,0.072289157,412
413,Amelanchier stolonifera,Amelanchier stolonifera,Shrub,EFNative,6,"MD, NJ, PA, ME","IL, IA, MN, ND, WI, CT, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, GA, MD, NC, SC, VA",NA,0.00390625,0.060240964,413
414,Aralia nudicaulis,Aralia nudicaulis,Forb/herb,EFNative,6,"CT, PA, MA, VA, NJ","CO, ID, MT, WA, WY, IL, IA, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, DE, GA, KY, MD, NC, SC, TN, VA",NA,0.00390625,0.060240964,414
415,Blephilia hirsuta,Blephilia hirsuta,Forb/herb,EFNative,6,"MD, PA, VA","IL, KS, MN, MO, NE, OK, WI, CT, IN, MA, MI, NY, OH, PA, VT, TX, AL, AR, GA, KY, MD, NC, TN, VA",NA,0.00390625,0.060240964,415
416,Corylus cornuta,Corylus cornuta,Shrub,EFNative,6,"PA, CT, VT, MA","CO, ID, MT, OR, WA, WY, IL, IA, MN, ND, SD, WI, CT, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, CA, AL, GA, KY, MD, NC, SC, TN, VA",NA,0.00390625,0.060240964,416
417,Delphinium tricorne,Delphinium tricorne,Forb/herb,EFNative,6,"PA, VA, OH, WV","IL, IA, KS, MN, MO, NE, OK, IN, OH, PA, WV, AL, AR, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.060240964,417
418,Dicentra canadensis,Dicentra canadensis,Forb/herb,EFNative,6,"PA, MD, VA, WV","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, KY, MD, NC, TN, VA",NA,0.00390625,0.060240964,418
419,Distichlis spicata,Distichlis spicata,Grass,EFNative,6,"MA, MD, NJ","CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, ME, MA, NH, NJ, NY, OH, PA, RI, AZ, CA, NV, UT, NM, TX, AL, DE, FL, GA, LA, MD, MS, NC, SC, VA",NA,0.00390625,0.060240964,419
420,Eleocharis obtusa,Eleocharis obtusa,Grass,EFNative,6,"MD, PA, NJ, VA","CO, ID, OR, WA, WY, IL, IA, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, CA, NV, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.060240964,420
421,Glyceria striata,Glyceria striata,Grass,EFNative,6,"MD, VA, PA, MA, NJ","AK, CO, ID, MT, OR, WA, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NV, UT, NM, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.060240964,421
422,Hydrangea barbara,Hydrangea barbara,Vine,EFNative,6,"VA, PA, OH","AL, AR, DE, FL, GA, KY, LA, MS, NC, SC, TN, VA",NA,0.00390625,0.060240964,422
423,Hypericum densiflorum,Hypericum densiflorum,Shrub,EFNative,6,"MD, PA, VA","MA, NJ, NY, PA, WV, AL, DE, GA, KY, LA, MD, NC, SC, TN, VA",NA,0.00390625,0.060240964,423
424,Lespedeza capitata,Lespedeza capitata,Forb/herb,EFNative,6,"PA, MD, VA, CT","IL, IA, KS, MN, NE, OK, WI, IN, MA, MI, NY, PA, VT, WV, AL, AR, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.060240964,424
425,Penstemon laevigatus,Penstemon laevigatus,Forb/herb,EFNative,6,"VA, NJ, MD","CT, MA, NJ, OH, PA, WV, AL, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.00390625,0.060240964,425
426,Thalictrum coriaceum,Thalictrum coriaceum,Forb/herb,EFNative,6,"PA, MA, NJ, VA","PA, WV, KY, MD, NC, TN, VA",NA,0.00390625,0.060240964,426
427,Liriodendron tulipifera,Liriodendron tulipifera,Tree,EFNative,121,"OH, DE, MA, MD, KY, NY, NJ, RI, PA, VA, CT, VT, NH, ME","IL, MO, CT, IN, MA, MI, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.34375,0.397590361,427
428,Gelsemium sempervirens,Gelsemium sempervirens,Shrub,EFNative,19,"MD, PA, RI, CT, VA","TX, AL, AR, FL, GA, LA, MS, NC, SC, TN, VA",NA,0.04296875,0.096385542,428
429,Pycnanthemum flexuosum,Pycnanthemum flexuosum,Forb/herb,EFNative,19,"RI, MD, VA, PA, DE, NJ, MA","AL, FL, GA, MS, NC, SC, VA",NA,0.04296875,0.096385542,429
430,Calycanthus floridus,Calycanthus floridus,Shrub,EFNative,64,"OH, MD, NJ, PA, CT, ME, MA, VA, DE, VT, NY, NH","PA, WV, AL, FL, GA, KY, MS, NC, SC, TN, VA",NA,0.17578125,0.228915663,430
431,Juglans cinerea,Juglans cinerea,Tree,EFNative,15,"MD, VA, PA, VT, ME, OH","IL, IA, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.03125,0.084337349,431
432,Athyrium asplenioides,Athyrium asplenioides,Forb/herb,EFNative,11,"MA, NJ, MD, VA, DE, PA","IL, KS, MO, OK, CT, IN, MA, NJ, NY, OH, PA, RI, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.01953125,0.072289157,432
433,Silene regia,Silene regia,Forb/herb,EFNative,11,"MA, MD, PA, OH, NJ, VA, VT","IL, KS, MO, IN, OH, AL, AR, GA, KY, TN",NA,0.01953125,0.072289157,433
434,Carex scoparia,Carex scoparia,Grass,EFNative,7,"NJ, MA, MD, PA","CO, ID, MT, OR, WA, IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AZ, CA, NM, AL, AR, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.060240964,434
435,Quercus montana,Quercus montana,Tree,EFNative,7,"PA, NY, VA, MD","IL, MO, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, AL, DE, GA, KY, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.060240964,435
436,Scrophularia marilandica,Scrophularia marilandica,Forb/herb,EFNative,7,"PA, NH, RI, NJ, VA","IL, IA, KS, MN, MO, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0078125,0.060240964,436
437,Thalictrum dasycarpum,Thalictrum dasycarpum,Forb/herb,EFNative,7,"MA, PA, RI, OH, NJ","CO, ID, MT, WY, IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, IN, MI, NY, OH, PA, AZ, UT, NM, TX, AL, AR, KY, LA, MS, TN",NA,0.0078125,0.060240964,437
438,Waldsteinia fragarioides,Waldsteinia fragarioides,Forb/herb,EFNative,28,"DE, MA, RI, PA, MD, ME, VA, NH, WV, NJ, NY, CT, OH","IL, MN, MO, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, VT, WV, AL, GA, KY, MD, NC, SC, TN, VA",NA,0.0703125,0.120481928,438
439,Crataegus phaenopyrum,Crataegus phaenopyrum,Shrub,EFNative,20,"MD, NJ, MA, NY, ME, PA, OH, VA","MT, WA, IL, IN, MI, OH, PA, WV, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.046875,0.096385542,439
440,Meehania cordata,Meehania cordata,Forb/herb,EFNative,20,"DE, NY, RI, PA, VA, MD, ME, NH, MA, WV","PA, KY, NC, TN, VA",NA,0.046875,0.096385542,440
441,Rhododendron canescens,Rhododendron canescens,Shrub,EFNative,12,"VA, PA, NJ, DE, MD, NH, MA","IL, OK, TX, AL, AR, FL, GA, KY, LA, MS, NC, SC, TN",NA,0.0234375,0.072289157,441
442,Symphyotrichum oolentangiense,Symphyotrichum oolentangiense,Forb/herb,EFNative,12,"MA, MD, NJ, PA, VA, VT","IL, IA, KS, MN, MO, NE, OK, SD, WI, IN, MI, NY, OH, PA, TX, AL, AR, FL, GA, KY, LA, MS, TN",NA,0.0234375,0.072289157,442
443,Thelypteris palustris,Thelypteris palustris,Forb/herb,EFNative,12,"MD, MA, PA, DE, VA, OH","IL, IA, KS, MN, MO, ND, NE, OK, SD, WI, CT, IN, ME, MA, MI, NH, NJ, NY, OH, PA, RI, VT, WV, TX, AL, AR, DE, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA",NA,0.0234375,0.072289157,443
444,Carex bicknellii,Carex bicknellii,Grass,EFNative,8,"PA, MD, MA, WV, NJ","IL, IA, KS, MN, MO, ND, NE, SD, WI, CT, IN, ME, MA, MI, NJ, NY, OH, PA, RI, VT, AR, DE, SC",NA,0.01171875,0.060240964,444
