"","Name_submitted","Accepted_name","Common.Name","Butterflies.and.Moths.Supported","Attracts.Wildlife","Plant.Type","Form","Height","Width","Growth.Rate","Seasonality","Flower.Color","Flowering.Season","Fragrance","Sun","Soil.Drainage","Water.Requirement","Summer.Irrigation","Ease.of.Care","Nursery.Availability","Companions","Special.Uses","Communities..simplified.","Communities","Hardiness","Sunset.Zones","Soil","Soil.Texture","Soil.pH","Soil.Toxicity","Mulch","Site.Type","Elevation..min.","Elevation..max.","Rainfall..min.","Rainfall..max.","Tips","Pests","Propagation","Height..min.","Height..max.","Width..min.","Width..max.","Other.Names","Alternative.Common.Names","Obsolete.Names","Rarity","Is.Cultivar","Jepson.Link","Plant.Url","QR.Codes..change.number.to.change.image.size.in.pixels."
"5794","Microseris douglasii ssp. douglasii","Microseris douglasii subsp. douglasii","",0,"","Annual herb","","","","","","","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,0,77.83,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Microseris+douglasii+subsp.+douglasii","https://calscape.org/Microseris-douglasii-ssp.-douglasii-%28%29","https://calscape.org/storage/app/media/qr/Microseris-douglasii-ssp.-douglasii-%28%29.png"
"5795","Microseris douglasii ssp. platycarpha","Microseris douglasii subsp. platycarpha","Small-flowered Microseris",0,"","Annual herb","","","","","","","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,7.79,33.42,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Microseris+douglasii+subsp.+platycarpha","https://calscape.org/Microseris-douglasii-ssp.-platycarpha-%28Small-flowered-Microseris%29","https://calscape.org/storage/app/media/qr/Microseris-douglasii-ssp.-platycarpha-%28Small-flowered-Microseris%29.png"
"5796","Microseris douglasii ssp. tenella","Microseris douglasii subsp. tenella","Douglas' Silverpuffs",0,"","Annual herb","","","","","","","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,7.52,53.54,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Microseris+douglasii+subsp.+tenella","https://calscape.org/Microseris-douglasii-ssp.-tenella-%28Douglas%27-Silverpuffs%29","https://calscape.org/storage/app/media/qr/Microseris-douglasii-ssp.-tenella-%28Douglas%27-Silverpuffs%29.png"
"5797","Microseris elegans","Microseris elegans","Elegant Silverpuffs",0,"","Annual herb","","1 ft","","","","","","","","","","","","Never or Almost Never Available","","","Grassland","Valley Grassland","","","","","","","","",NA,NA,5.63,62.84,"","","",12,12,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Microseris+elegans","https://calscape.org/Microseris-elegans-%28Elegant-Silverpuffs%29","https://calscape.org/storage/app/media/qr/Microseris-elegans-%28Elegant-Silverpuffs%29.png"
"5798","Microseris laciniata","Microseris laciniata","Cut Leaved Scorzonella",0,"","Perennial herb","","3 ft","","","","","","","Full Sun, Partial Shade","","","","Moderate","Rarely Available","","","Forest, Woodland","Mixed Evergreen Forest, Northern Oak Woodland, Yellow Pine Forest","","","","","","","","Rocky slopes and open places",88,7506,7.02,167.94,"Prefers sun or part shade. Likes rocky slopes.","","",36,36,NA,NA,"Scorzonella, Cut Leaved","Cutleaf Silverpuffs","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Microseris+laciniata","https://calscape.org/Microseris-laciniata-%28Cut-Leaved-Scorzonella%29","https://calscape.org/storage/app/media/qr/Microseris-laciniata-%28Cut-Leaved-Scorzonella%29.png"
"5799","Microseris laciniata ssp. detlingii","Microseris laciniata subsp. detlingii","Detling's Silverpuffs",0,"","Perennial herb","","","","","","","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,0,0,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Microseris+laciniata+subsp.+detlingii","https://calscape.org/Microseris-laciniata-ssp.-detlingii-%28Detling%27s-Silverpuffs%29","https://calscape.org/storage/app/media/qr/Microseris-laciniata-ssp.-detlingii-%28Detling%27s-Silverpuffs%29.png"
"5800","Microseris laciniata ssp. laciniata","Microseris laciniata subsp. laciniata","",0,"","Perennial herb","","","","","","","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,7.02,167.94,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Microseris+laciniata+subsp.+laciniata","https://calscape.org/Microseris-laciniata-ssp.-laciniata-%28%29","https://calscape.org/storage/app/media/qr/Microseris-laciniata-ssp.-laciniata-%28%29.png"
"5801","Microseris laciniata ssp. leptosepala","Microseris laciniata subsp. leptosepala","",0,"","Perennial herb","","","","","","","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,35.09,107.84,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Microseris+laciniata+subsp.+leptosepala","https://calscape.org/Microseris-laciniata-ssp.-leptosepala-%28%29","https://calscape.org/storage/app/media/qr/Microseris-laciniata-ssp.-leptosepala-%28%29.png"
"5802","Microseris laciniata ssp. siskiyouensis","Microseris laciniata subsp. siskiyouensis","",0,"","Perennial herb","","","","","","","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,0,0,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Microseris+laciniata+subsp.+siskiyouensis","https://calscape.org/Microseris-laciniata-ssp.-siskiyouensis-%28%29","https://calscape.org/storage/app/media/qr/Microseris-laciniata-ssp.-siskiyouensis-%28%29.png"
"5803","Microseris nutans","Microseris nutans","Perennial Nodding Microseris",0,"","Perennial herb","Upright","1 - 2 ft","","Fast","","Yellow","Spring","","Full Sun, Partial Shade","","","","","Never or Almost Never Available","","","Forest","Lodgepole Forest, Red Fir Forest, Yellow Pine Forest","","","Prefers loamy soils","","","","","Moist, rocky meadows",1227,13472,6.09,160.97,"Plant in loamy soils that are at least 10 inches deep, with a pH of 6-7.2. It is intolerant of anaerobic soils, intolerant of calcareous soils, and tolerant of infertile soils. Microseris nutans is moderately drought tolerant. It requires a minimum of 16 inches of water per year, and a maximum of 60 inches of water per year once established. Requires moist soil. It is very tolerant of shade. Prefers sun or part shade. Likes moist rocky soils.","","",12,24,NA,NA,"Microseris, Perennial Nodding","Nodding Microceris,Nodding Microseris","","Common","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Microseris+nutans","https://calscape.org/Microseris-nutans-%28Perennial-Nodding-Microseris%29","https://calscape.org/storage/app/media/qr/Microseris-nutans-%28Perennial-Nodding-Microseris%29.png"
"5804","Microseris paludosa","Microseris paludosa","Marsh Microseris",0,"","Perennial herb","","","","","","","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,13.03,74.66,"","","",NA,NA,NA,NA,"","Marsh Scorzonella,Marsh Silverpuffs","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Microseris+paludosa","https://calscape.org/Microseris-paludosa-%28Marsh-Microseris%29","https://calscape.org/storage/app/media/qr/Microseris-paludosa-%28Marsh-Microseris%29.png"
"5805","Microseris sylvatica","Microseris sylvatica","Sylvan Microseris",0,"","Perennial herb","","2 ft","","","","Yellow","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,5.67,76.74,"","","",24,24,NA,NA,"","Sylvan Scorzonella,Woodland Silverpuffs","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Microseris+sylvatica","https://calscape.org/Microseris-sylvatica-%28Sylvan-Microseris%29","https://calscape.org/storage/app/media/qr/Microseris-sylvatica-%28Sylvan-Microseris%29.png"
"5806","Microsteris gracilis","Microsteris gracilis","Slender Phlox",0,"","Annual herb","","8 in","","","","","","","","","","","","Never or Almost Never Available","","","Chaparral, Forest, Grassland, Woodland","Chaparral, Foothill Woodland, Lodgepole Forest, Red Fir Forest, Subalpine Forest, Valley Grassland, Yellow Pine Forest","","","","","","","","",NA,NA,0,160.97,"","","",8,8,NA,NA,"","Microsteris,Annual Phlox","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Microsteris+gracilis","https://calscape.org/Microsteris-gracilis-%28Slender-Phlox%29","https://calscape.org/storage/app/media/qr/Microsteris-gracilis-%28Slender-Phlox%29.png"
"5807","Milonia californica var. californica","Berberis dictyota","",0,"","Shrub","","","","","","","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,0,0,"","","",NA,NA,NA,NA,"","","","","N","","https://calscape.org/Milonia-californica-var.-californica-%28%29","https://calscape.org/storage/app/media/qr/Milonia-californica-var.-californica-%28%29.png"
"5808","Mimetanthe pilosa","Mimetanthe pilosa","False Monkeyflower",10,"Bees, Butterflies, Hummingbirds, Caterpillars","Annual herb","","0.8 - 14 in","","","","Yellow","","","","","High","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,0,121.33,"","","",0.8,14,NA,NA,"","False Monkey-flower,Downy Mimetanthe","Mimulus pilosus","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mimetanthe+pilosa","https://calscape.org/Mimetanthe-pilosa-%28False-Monkeyflower%29","https://calscape.org/storage/app/media/qr/Mimetanthe-pilosa-%28False-Monkeyflower%29.png"
"5809","Mimulus aurantiacus 'Cherry'","Diplacus aurantiacus","Cherry Monkeyflower",0,"Bats, Hummingbirds","Shrub","","","","","Summer Deciduous","","","","","","High","","","","","Containers","","","","","","","","","","",NA,NA,0,0,"","","",0,0,0,0,"","","Diplacus aurantiacus 'Cherry'","","Y","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mimulus+aurantiacus","https://calscape.org/Mimulus-aurantiacus-%27Cherry%27-%28Cherry-Monkeyflower%29","https://calscape.org/storage/app/media/qr/Mimulus-aurantiacus-%27Cherry%27-%28Cherry-Monkeyflower%29.png"
"5810","Mimulus aurantiacus var. pubescens","Diplacus longiflorus","Sticky Monkeyflower",10,"Bats, Bees, Birds, Butterflies, Hummingbirds, Caterpillars","Shrub","","4 - 36 in","","","","Yellow, Orange","Winter, Spring, Summer","","Partial Shade","Fast","High","","Moderate","Commonly Available","","Containers, Deer resistant","Chaparral, Coastal Scrub, Desert, Forest, Woodland","Chaparral, Coastal Sage Scrub, Foothill Woodland, Joshua Tree Woodland, Yellow Pine Forest","","","Tolerates a variety of soils as long as adequate drainage is provided","","","","","Flats and slopes with slightly more than normal moisture",168,6780,3.2,59.54,"Prefers part shade. Likes dry-moist soil.","","",4,36,NA,NA,"Monkeyflower, Sticky","Southern Bush Monkeyflower","Mimulus longiflorus|Diplacus longiflorus|Diplacus aurantiacus var. pubescens","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mimulus+aurantiacus+var.+pubescens","https://calscape.org/Mimulus-aurantiacus-var.-pubescens-%28Sticky-Monkeyflower%29","https://calscape.org/storage/app/media/qr/Mimulus-aurantiacus-var.-pubescens-%28Sticky-Monkeyflower%29.png"
"5811","Mimulus fremontii var. fremontii","Diplacus fremontii","One Sided Monkeyflower",7,"Bees, Butterflies, Hummingbirds, Caterpillars","Annual herb","","0.4 - 8 in","","","","Pink","","","Partial Shade","","High","","","Never or Almost Never Available","","","Forest","Yellow Pine Forest","","","","","","","","",115,4779,3.54,57.27,"Prefers part shade.","","",0.4,8,NA,NA,"Monkeyflower, One Sided","","Mimulus subsecundus","Rare","N","","https://calscape.org/Mimulus-fremontii-var.-fremontii-%28One-Sided-Monkeyflower%29","https://calscape.org/storage/app/media/qr/Mimulus-fremontii-var.-fremontii-%28One-Sided-Monkeyflower%29.png"
"5812","Mimulus glabratus","Erythranthe geyeri","Roundleaf Monkeyflower",0,"Bees, Butterflies, Hummingbirds","Perennial herb","","","","","","Yellow","","","","","High","","","Never or Almost Never Available","","","","","","","","","","","","",6123,8203,0,0,"","","",NA,NA,NA,NA,"Monkeyflower, Roundleaf","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mimulus+glabratus","https://calscape.org/Mimulus-glabratus-%28Roundleaf-Monkeyflower%29","https://calscape.org/storage/app/media/qr/Mimulus-glabratus-%28Roundleaf-Monkeyflower%29.png"
"5813","Mimulus moschatus var. longiflorus","Erythranthe moschata","Muskflower",9,"Butterflies, Caterpillars","Perennial herb","","","","","","Yellow","","","Partial Shade","","High","","","Never or Almost Never Available","","","Coastal Scrub, Forest, Wetland/Riparian","Mixed Evergreen Forest, Northern Coastal Scrub, Red Fir Forest, Yellow Pine Forest, Wetland-Riparian","","","","","","","","",1316,3363,7.31,52.11,"Requires moist soil. Prefers part shade.","","",NA,NA,NA,NA,"","","","","N","","https://calscape.org/Mimulus-moschatus-var.-longiflorus-%28Muskflower%29","https://calscape.org/storage/app/media/qr/Mimulus-moschatus-var.-longiflorus-%28Muskflower%29.png"
"5814","Mimulus nanus","Erythranthe minima","Dwarf Purple Monkeyflower",9,"Bees, Butterflies, Hummingbirds, Caterpillars","Annual herb","Upright","4 - 6 in","","Fast","","Red, Pink, Yellow, Purple","Spring","","Full Sun, Partial Shade","","High","","","Never or Almost Never Available","","","","","","","Prefers loamy or clay soils.  Grows poorly in sandy soils.","","","","","",NA,NA,NA,NA,"","","",4,6,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mimulus+nanus","https://calscape.org/Mimulus-nanus-%28Dwarf-Purple-Monkeyflower%29","https://calscape.org/storage/app/media/qr/Mimulus-nanus-%28Dwarf-Purple-Monkeyflower%29.png"
"5815","Mimulus primuloides","Erythranthe primuloides","Primrose Monkeyflower",9,"Bees, Birds, Butterflies, Hummingbirds, Caterpillars","Perennial herb","Mounding","5 - 18 in","","Moderate","","Red, Yellow","Spring, Winter","","Full Sun","","High","","","Sometimes Available","","Containers","Forest, Wetland/Riparian","Lodgepole Forest, Red Fir Forest, Yellow Pine Forest, Wetland-Riparian","","","Prefers loamy or clay soils.  Grows poorly in sandy soils.","","","","","Wet meadows, seeps, streamsides",1706,13700,5.42,154.74,"Plant in loamy or clay soils that are at least 8 inches deep, with a pH of 6-7.2. It is moderately tolerant of anaerobic soils, intolerant of calcareous soils, and requires only moderately fertile soils. Mimulus primuloides is only slightly drought tolerant. It requires a minimum of 24 inches of water per year, and a maximum of 60 inches of water per year once established. Requires moist soil. It is very tolerant of shade. Prefers sun. Likes wet meadows, seeps and streamsides.","","For propagating by seed:  No treatment.",5,18,NA,NA,"Monkeyflower, Primrose","Yellow Creeping Monkey-flower","Diplacus primuloides","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mimulus+primuloides","https://calscape.org/Mimulus-primuloides-%28Primrose-Monkeyflower%29","https://calscape.org/storage/app/media/qr/Mimulus-primuloides-%28Primrose-Monkeyflower%29.png"
"5816","Mimulus ringens","Mimulus ringens","Allegheny Monkeyflower",4,"Bees, Butterflies, Hummingbirds, Caterpillars","Perennial herb","","8 - 48 in","","","","White","","","Full Sun","","High","","","Never or Almost Never Available","","","Wetland/Riparian","Wetland-Riparian","","","","","","","","Wet places",147,206,12.5,19.16,"Requires moist soil. Prefers sun. Likes wet soils.","","",8,48,NA,NA,"Monkeyflower, Allegheny","Square-stemmed Monkeyflower","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mimulus+ringens","https://calscape.org/Mimulus-ringens-%28Allegheny-Monkeyflower%29","https://calscape.org/storage/app/media/qr/Mimulus-ringens-%28Allegheny-Monkeyflower%29.png"
"5817","Mimulus viscidus","Diplacus viscidus","Sticky Monkeyflower",8,"Bees, Butterflies, Hummingbirds, Caterpillars","Annual herb","","0.8 - 14 in","","","","Pink","","","","","High","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,NA,NA,"","","",0.8,14,NA,NA,"","Viscid Monkeyflower","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mimulus+viscidus","https://calscape.org/Mimulus-viscidus-%28Sticky-Monkeyflower%29","https://calscape.org/storage/app/media/qr/Mimulus-viscidus-%28Sticky-Monkeyflower%29.png"
"5818","Mirabilis albida","Mirabilis albida","Oblong Leafed Four O'clock",4,"Butterflies, Caterpillars","Perennial herb","","2 ft","","","","Purple, Pink","Spring, Summer","","Full Sun, Partial Shade","","","","","","","","Woodland","Pinyon-Juniper Woodland","","","","","","","","Deserts",3513,7186,3.27,50.42,"Prefers sun, part shade.","","",24,24,NA,NA,"Four O'Clock, Oblong","White Four O'clock","Mirabilis oblongifolia","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mirabilis+albida","https://calscape.org/Mirabilis-albida-%28Oblong-Leafed-Four-O%27clock%29","https://calscape.org/storage/app/media/qr/Mirabilis-albida-%28Oblong-Leafed-Four-O%27clock%29.png"
"5819","Mirabilis alipes","Mirabilis alipes","Winged Four O'clock",4,"Butterflies, Caterpillars","Perennial herb","","1 ft","","","","Pink, Lavender","","","","","","","","Never or Almost Never Available","","","Desert, Woodland","Pinyon-Juniper Woodland, Sagebrush Scrub","","","","","","","","",NA,NA,4.6,15.27,"","","",12,12,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mirabilis+alipes","https://calscape.org/Mirabilis-alipes-%28Winged-Four-O%27clock%29","https://calscape.org/storage/app/media/qr/Mirabilis-alipes-%28Winged-Four-O%27clock%29.png"
"5820","Mirabilis coccinea","Mirabilis coccinea","Red Four O'clock",2,"Butterflies, Caterpillars","Perennial herb","","","","","","Red","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,4.73,12.9,"","","",NA,NA,NA,NA,"","Red Four-o'clock,Scarlet Four O'clock,Scarlet Four-o'clock","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mirabilis+coccinea","https://calscape.org/Mirabilis-coccinea-%28Red-Four-O%27clock%29","https://calscape.org/storage/app/media/qr/Mirabilis-coccinea-%28Red-Four-O%27clock%29.png"
"5821","Mirabilis greenei","Mirabilis greenei","Greene's Four O'clock",1,"Butterflies, Caterpillars","Perennial herb","","","","","","Purple","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,13.82,92.81,"","","",NA,NA,NA,NA,"","","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mirabilis+greenei","https://calscape.org/Mirabilis-greenei-%28Greene%27s-Four-O%27clock%29","https://calscape.org/storage/app/media/qr/Mirabilis-greenei-%28Greene%27s-Four-O%27clock%29.png"
"5822","Mirabilis laevis","Mirabilis laevis","Desert Wishbone-bush",8,"Bats, Butterflies, Caterpillars","Perennial herb","Spreading","1 ft","8 ft","","Summer Semi-deciduous","Purple, Lavender, White","Spring, Winter","","Full Sun, Partial Shade","Medium","Very Low","Max 1x / month once established","Moderate","Commonly Available","<p>Has many companions depending on location and setting, including Manzanita (<a href=""/search/?plant=Arctostaphylos%20(Genus)"">Arctostaphylos spp.</a>), Coyote Brush (Baccharis pilularis), <a href=""/search/?plant=Ceanothus%20(Genus)"">Ceanothus spp.</a>, Tree Poppy (Dendromecon rigida), Flannelbush (<a href=""/search/?plant=Fremontodendron%20(Genus)"">Fremontodendron spp.</a>), Toyon (Heteromeles arbutifolia), California Juniper (Juniperus californica), Hollyleaf Cherry (Prunus ilicifolia), and Oak (<a href=""/search/?plant=Quercus%20(Genus)"">Quercus spp.</a>)</p>","Groundcover","Chaparral, Coastal Scrub, Woodland","Chaparral, Coastal Sage Scrub, Foothill Woodland","Tolerates cold to 25° F","","Variable soil depending on the location and setting","","5.0 - 8.0","","","Many settings including coastal, mountains, and deserts",-89,8009,0,51.67,"<p>Prefers sun, part shade.</p>","","",12,12,96,96,"Wishbone-Bush, Desert","Wishbone Bush,California Four O'clock","Mirabilis californica","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mirabilis+laevis","https://calscape.org/Mirabilis-laevis-%28Desert-Wishbone-bush%29","https://calscape.org/storage/app/media/qr/Mirabilis-laevis-%28Desert-Wishbone-bush%29.png"
"5823","Mirabilis laevis var. crassifolia","Mirabilis laevis var. crassifolia","California Four O'clock",8,"Bats, Butterflies, Caterpillars","Perennial herb","Spreading","3 ft","10 ft","Moderate","Summer Semi-deciduous, Winter Deciduous","Lavender, Pink, Purple","Winter, Spring","None","Full Sun, Partial Shade","Fast, Medium, Slow","Low, Very Low","Max 1x / month once established","Moderate","Commonly Available","Works well with most chaparral and coastal sage scrub plants such as tree or scrub Oaks (<a href=""/search/?plant=Quercus%20(Genus)"">Quercus spp.</a>), Toyon (Heteromeles arbutifolia), Lemonade Berry (Rhus integrifolia), Black Elderberry (Sambuccus nigra), Manzanita species and Ceanothus species.","Groundcover","Chaparral, Coastal Scrub, Woodland","Chaparral, Coastal Sage Scrub, Foothill Woodland","Tolerates cold to 30&deg; F","8*, 9*, 14*, 15*, 16*, 17*, 18*, 19*, 20*, 21*, 22*, 23*, 24*","Adaptable","","5.0 - 8.0","","","Grassy places, slope bottoms, dunes, dry rocky places and washes, or in the understory of taller chaparral plants",1,2320,0,51.67,"Requires fast draining soil. Prefers sun.","","",36,36,120,120,"Four O'Clock , California|Wishbone Bush","","Mirabilis californica","Common","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mirabilis+laevis+var.+crassifolia","https://calscape.org/Mirabilis-laevis-var.-crassifolia-%28California-Four-O%27clock%29-2","https://calscape.org/storage/app/media/qr/Mirabilis-laevis-var.-crassifolia-%28California-Four-O%27clock%29-2.png"
"5824","Mirabilis laevis var. retrorsa","Mirabilis laevis var. retrorsa","Bigelow Four O'clock",8,"Butterflies, Caterpillars","Perennial herb","","","","","","White","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,0,39.07,"","","",NA,NA,NA,NA,"","Wishbone-bush,Bigelow's Four O'clock","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mirabilis+laevis+var.+retrorsa","https://calscape.org/Mirabilis-laevis-var.-retrorsa-%28Bigelow-Four-O%27clock%29","https://calscape.org/storage/app/media/qr/Mirabilis-laevis-var.-retrorsa-%28Bigelow-Four-O%27clock%29.png"
"5825","Mirabilis laevis var. villosa","Mirabilis laevis var. villosa","Wishbone Bush",8,"Butterflies, Caterpillars","Perennial herb","","3 ft","","","","White, Purple","Winter, Spring","","Full Sun","Fast","Low, Very Low","","Moderate","","Use with various other desert plants such as Desert Agave (Agave deserti), Cholla Cactus (<a href=""/search/?plant=Cylindropuntia%20(Genus)"">Cylindropuntia spp.</a>), Brittlebush (Encelia farinosa), Barrel Cactus (Ferocactus cylindraceus), Chuparosa (Justicia californica), and Joshua Tree (Yucca brevifolia)","","Desert, Woodland","Creosote Bush Scrub, Pinyon-Juniper Woodland","Tolerates cold to 0&deg; F","7, 8, 9, 10, 11*, 12*, 13*, 14, 15, 16","","","6.8 - 8.2","","Inorganic","Rocky, sandy places in desert habitats where there is some shade",378,10181,0,51.67,"Prefers sun. Likes rocky soils.  This plant is extremely drought tolerant. After established, it should survive the dry months with no supplementary water.  It's moderately sensitive to pathogens that grow in warm moist soils.  It can usually handle summer watering as much as every other week.  If you do water during the summer, make sure you do it in the very early morning, and during a stretch of cooler days in the summer season.","","",36,36,NA,NA,"Four O'Clock, Bigelow's Desert","Bigelow's Desert Four-o'clock,Pale-stemmed Four-o Clock,Wishbone-bush","Mirabilis bigelovii var. bigelovii|Mirabilis bigelovii","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mirabilis+laevis+var.+villosa","https://calscape.org/Mirabilis-laevis-var.-villosa-%28Wishbone-Bush%29","https://calscape.org/storage/app/media/qr/Mirabilis-laevis-var.-villosa-%28Wishbone-Bush%29.png"
"5826","Mirabilis multiflora","Mirabilis multiflora","Colorado Four O'clock",8,"Bats, Butterflies, Caterpillars","Perennial herb","Upright","2 - 3 ft","","Moderate","","Purple","Spring, Summer","","Full Sun","Fast","Low","","","Sometimes Available","","","","","","","Prefers sandy or loamy soils.  Does not grow well in clay soils.","","","","","Dry, rocky or sandy places",366,11967,0,41.16,"Plant in sandy or loamy soils that are at least 12 inches deep, with a pH of 6.5-8.5. It is intolerant of anaerobic soils, moderately tolerant of calcareous soils, and tolerant of infertile soils. Mirabilis multiflora is extremely drought tolerant. It requires a minimum of 8 inches of water per year, and a maximum of 18 inches of water per year once established. It does not tolerate shade well. Prefers sun. Likes dry rocky soils.","","",24,36,NA,NA,"Four O'Clock , Colorado","Colorado Four-o'clock,Manyflowered Four-o'clock","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mirabilis+multiflora","https://calscape.org/Mirabilis-multiflora-%28Colorado-Four-O%27clock%29","https://calscape.org/storage/app/media/qr/Mirabilis-multiflora-%28Colorado-Four-O%27clock%29.png"
"5827","Mirabilis multiflora var. glandulosa","Mirabilis multiflora var. glandulosa","Giant Four O'clock",4,"Butterflies, Caterpillars","Perennial herb","","","","","","Pink","","","","","Low","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,4.04,41.16,"","","",NA,NA,NA,NA,"","Colorado Four O'clock","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mirabilis+multiflora+var.+glandulosa","https://calscape.org/Mirabilis-multiflora-var.-glandulosa-%28Giant-Four-O%27clock%29","https://calscape.org/storage/app/media/qr/Mirabilis-multiflora-var.-glandulosa-%28Giant-Four-O%27clock%29.png"
"5828","Mirabilis multiflora var. pubescens","Mirabilis multiflora var. pubescens","Desert Four O'clock",8,"Butterflies, Caterpillars","Perennial herb","","3 ft","","","","Pink","","","Full Sun","Fast","Low","","Moderate","Rarely Available","","","Desert, Woodland","Creosote Bush Scrub, Pinyon-Juniper Woodland","","7, 8*, 9*, 10*, 11, 12, 13, 14, 15, 16, 18, 19*, 20*, 21*, 22*, 23*","","","","","","Dry, rocky or sandy places",111,2638,0,33.21,"Prefers sun. Likes dry rocky and sandy soils.","","",36,36,NA,NA,"Four O'Clock , Desert","Colorado Four O'clock","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mirabilis+multiflora+var.+pubescens","https://calscape.org/Mirabilis-multiflora-var.-pubescens-%28Desert-Four-O%27clock%29","https://calscape.org/storage/app/media/qr/Mirabilis-multiflora-var.-pubescens-%28Desert-Four-O%27clock%29.png"
"5829","Mirabilis tenuiloba","Mirabilis tenuiloba","Slender-lobed Four O'clock",7,"Butterflies, Caterpillars","Perennial herb","","3 ft","","","","White, Pink","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,2.59,16.18,"","","",36,36,NA,NA,"","Longlobe Four O'clock","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mirabilis+tenuiloba","https://calscape.org/Mirabilis-tenuiloba-%28Slender-lobed-Four-O%27clock%29","https://calscape.org/storage/app/media/qr/Mirabilis-tenuiloba-%28Slender-lobed-Four-O%27clock%29.png"
"5830","Mitellastra caulescens","Mitellastra caulescens","Slightstemmed Miterwort",0,"","Perennial herb","","6 - 18 in","","","","","","","","","","","","Never or Almost Never Available","","","","","","","","","","","","",NA,NA,36.68,75.79,"","","",6,18,NA,NA,"","Stemmed Miterwort","","","N","https://ucjeps.berkeley.edu/eflora/eflora_display.php?name=Mitellastra+caulescens","https://calscape.org/Mitellastra-caulescens-%28Slightstemmed-Miterwort%29","https://calscape.org/storage/app/media/qr/Mitellastra-caulescens-%28Slightstemmed-Miterwort%29.png"
