"","Name_submitted","Accepted_name","paperid","inv_ctry","explicit_invdef","explicit_invdefdesc","implicit_invdef","implicit_invdefdesc","locdata","locdata_type","finding"
"19640","erechtites hieraciifolius","Erechtites hieraciifolius","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19641","erigeron strigosus","Erigeron strigosus","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19642","erodium stephanianum","Erodium stephanianum","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19643","erucastrum austroafricanum","Erucastrum austroafricanum","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19644","erucastrum gallicum","Erucastrum gallicum","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19645","erysimum repandum","Erysimum repandum","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19646","etlingera elatior","Etlingera elatior","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19647","etlingera elatior","Etlingera elatior","ROJA2017","Bahamas","Y","we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,"N",NA,"evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species."
"19648","euphorbia marginata","Euphorbia marginata","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19649","eutrema japonicum","Eutrema japonicum","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19650","evolvulus nummularius","Evolvulus nummularius","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19651","evolvulus nummularius","Evolvulus nummularius","TRIP2019","India","Y","invasive species have been defned by kolar and lodge (2001) as 'a non-indigenous species that spreads from the point of introduction and becomes abundant'.",NA,NA,"Y","MAP","the signifcant correlation of invasive species with both the anomalies revealed the afnity of invasive species towards warmer, drier and wet places. this gives an indication that the distribution of invasive species could be triggered by climate anomaly."
"19652","evolvulus nummularius","Evolvulus nummularius","WAGH2018","India","N",NA,NA,NA,"Y","MAP","the present study reveals that the tribal community of jhabua district is using 102 invasive alien plant species for curing 37 ailments. these plants play an important role in the life of tribal community not only in primary health care but also food security, ornamental purposes, fodder, fibre, etc."
"19653","galeopsis bifida","Galeopsis bifida","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19654","galeopsis ladanum","Galeopsis ladanum","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19655","galeopsis tetrahit","Galeopsis tetrahit","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19656","galium spurium","Galium spurium","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19657","galium spurium","Galium spurium","MALI1988","Canada","N",NA,"N",NA,"N",NA,"localized, heavy infestations of g. spurium are found in many fields of wheat, barley, rapeseed, flax, field peas, and forage legume seed crops in alberta and saskatchewan."
"19658","gaura mollis","Oenothera anomala","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19659","glebionis coronaria","Glebionis coronaria","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19660","glebionis coronaria","Glebionis coronaria","PUDD2016","Italy","Y","there are many ways alien plants can directly and indirectly menace the preservation of native flora. as regards; among other effects on biodiversity; it is reported that they can change ecosystems through the alteration of soil stability; the promotion of erosion; being vector of parasites and diseases; the colonization of free spaces; the exploitation of natural resources; the accumulation of litter; the promotion or suppression of fire and; together with the more or less massive human intervention; the homogenization of the floras (vitousek; 1990; richardson et al.; 2000; winter et al.; 2009).",NA,NA,"Y","COORDS","nevertheless; in light of the high proportion of alien entities that characterizes the flora of sardinia and corsica; it is reasonable to speak of a full-scale invasion. in this sense; although it is possible to lead back at least part of the competitive success of some alien taxa -linked to their ability to settle down in anthropic environments; it is undeniable that other natural habitats; such as wetlands and coastal areas; are particularly sensitive to the entry of alien and in particular invasive entities."
"19661","glechoma hederacea","Glechoma hederacea","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19662","glechoma hederacea","Glechoma hederacea","JO2018","United States of America","N",NA,NA,NA,"N",NA,"our results indicate that dominant forest tree mycorrhizal type is closely linked with understory invasions. the increased invader abundance in am dominant forests can further facilitate nutrient cycling, leading to the alteration of ecosystem structure and functions."
"19663","glechoma hederacea","Glechoma hederacea","MILL2020","United States of America","N",NA,NA,NA,"Y","MAP","given the added risks to human health from tick-borne diseases, invasive shrubs are a high management priority...as parks work to overcome deferred maintenance of infrastructure, our findings suggest that deferred management of natural resources, particularly invasive species, requires similar attention and long-term commitment to reverse these widespread increasing invasive trends."
"19664","glechoma hederacea","Glechoma hederacea","NICH2019","United States of America","Y","all three sources define invasives as non-native species whose introduction and naturalization into native habitat cause or are likely to cause environmental or economic harm.",NA,NA,"N",NA,"here, we compare new hampshire county-level invasive species distributions from the flora of new england (seymour 1969) with current distributions. in doing so, we benefit from the in-house examination of county-level specimen records seymour and other experts made compiling the flora in the region's herbaria."
"19665","glechoma hederacea","Glechoma hederacea","WILL2018","United States of America","N",NA,NA,NA,"N",NA,"at the plotscale, we found that a mixture of biotic and abiotic factors impacted invasion. species richness, relatedness between invader and recipient assemblages, and restoration age influenced invasion probability, with higher native species richness and greater phylogenetic distance between invaders and resident species associated with lower probability of invasion..."
"19666","gnaphalium sylvaticum","Omalotheca sylvatica","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19667","gnaphalium uliginosum","Gnaphalium uliginosum","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19668","gypsophila muralis","Gypsophila muralis","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19669","helenium autumnale","Helenium autumnale","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19670","helianthus pauciflorus","Helianthus pauciflorus","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19671","helianthus petiolaris","Helianthus petiolaris","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19672","herissantia crispa","Herissantia crispa","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19673","hordeum jubatum","Hordeum jubatum","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19674","hordeum jubatum","Hordeum jubatum","KNAP2017","Germany","N",NA,NA,NA,"N",NA,"we showed that over three centuries of urbanization – one of the main drivers of land conversion – plant species richness increased but phylogenetic richness and divergence decreased. this evolutionary loss is mainly driven by the non-random extirpation of phylogenetically unique native species and the immigration of phylogenetically non-random common native and non-native species."
"19675","hordeum jubatum","Hordeum jubatum","PETR2019","Czechia","N",NA,NA,NA,"Y","MAP","the inventories were classified in a similar manner that is generally applied to spontaneous vegetation using the cocktail method...our results showed that the classification method, commonly used to analyse vegetation data, can also be applied to ornamental flora."
"19676","hordeum jubatum","Hordeum jubatum","SENA2017","Russian Federation","Y","in the traditional sense, transformers include species that have penetrated into natural habitats and affect the cenotic associations in the community, changing their appearance, displacing local species, and often forming single-species thickets. such an interpretation is similar to the concepts of “edificator species” (sukachev, 1928) and “key species”...this group includes species naturalizing and actively  expanding in anthropogenic habitats...this group combines potentially invasive species, capable of renewal in places where they are introduced and have manifested themselves in adjacent regions as invasive species.",NA,NA,"Y","MAP","the number of alien species of plants with their participation in regional floras continues to increase, but the number of invasive species and especially “transformer” species is relatively low in numerical terms and mainly varies from 4 to 10...the triad of the most dangerous invasive species was designated—acer negundo l., bidens frondosa l., and elodea canadensis michx., which in almost all regions belong to the first category."
"19677","hordeum jubatum","Hordeum jubatum","VINO2018","Russian Federation","N",NA,NA,NA,"Y","MAP","this publication and the associated dataset is the first comprehensive treatment of the invasive flora of russia using standardized criteria and covering 83% of the territory of this country."
"19678","humulus lupulus","Humulus lupulus","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19679","humulus lupulus","Humulus lupulus","WILL1997B","New Zealand","N",NA,"N",NA,"N",NA,"the report provides an understanding of the overall nature of weeds, their relationship with the native vegetation, and the importance of weed biology when considering control measures."
"19680","hyptis capitata","Hyptis capitata","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19681","hyptis capitata","Hyptis capitata","WADD2020","Malaysia","N",NA,NA,NA,"Y","MAP","our study provides strong evidence that trait filtering occurs during invasion from human-modified agricultural habitats into previously disturbed forests via the forest edge."
"19682","inula helenium","Inula helenium","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19683","ipomoea carnea","Ipomoea carnea","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19684","ipomoea carnea","Ipomoea carnea","PADA2017A","India","Y","field studies show that invasive plants can significantly decrease native plant species richness or diversity...meta-analyses also suggest that invasive plants are harmful to native plant species...a positive relationship has been observed between invasive plant dominance and native plant decline...",NA,NA,"Y","BOTH","the ecosystem approach is the most economical and effective especially in the situation when the invasive propagules are widespread...so identification of biodiversity areas under large-scale invasion risk is vital for devising conservation strategies..."
"19685","ipomoea carnea","Ipomoea carnea","SHRE2019A","Nepal","N",NA,NA,NA,"Y","BOTH","negative impacts on livelihood, biodiversity and ecosystem services, as well as economic loss caused by iaps in the future, may be amplified if preventive and control measures are not immediately initiated. therefore, the management of iaps in nepal should account for the vulnerability of climate change‐induced biological invasions into new areas, primarily in the mountains."
"19686","ipomoea carnea","Ipomoea carnea","SHRE2019B","Nepal","N",NA,NA,NA,"Y","BOTH","community participation in nepal has had a long and successful history in forest management and biodiversity conservation...therefore, the management of invasive species could have been highly effective had local communities been educated and involved earlier, especially since there is evidence that forest-dependent and agrarian communities of nepal have reported a high willingness to contribute for the management of iaps in forests..."
"19687","ipomoea carnea","Ipomoea carnea","TRIP2019","India","Y","invasive species have been defned by kolar and lodge (2001) as 'a non-indigenous species that spreads from the point of introduction and becomes abundant'.",NA,NA,"Y","MAP","the signifcant correlation of invasive species with both the anomalies revealed the afnity of invasive species towards warmer, drier and wet places. this gives an indication that the distribution of invasive species could be triggered by climate anomaly."
"19688","ipomoea carnea","Ipomoea carnea","WAGH2018","India","N",NA,NA,NA,"Y","MAP","the present study reveals that the tribal community of jhabua district is using 102 invasive alien plant species for curing 37 ailments. these plants play an important role in the life of tribal community not only in primary health care but also food security, ornamental purposes, fodder, fibre, etc."
"19689","ipomoea carnea","Ipomoea carnea","ZENG2017","South Africa","N",NA,NA,NA,"N",NA,"the majority of invasive alien species listed in the a&is regulations were not considered to be conflict-generating. however, the small proportion of species identified as conflict-generating hold the potential to negatively impact the future efficiency of conservation management in south africa by forcing regulators and managers to spend great amounts of time and resources addressing stakeholder complaints and concerns instead of discharging their duties in dealing with the species that do not generate controversy."
"19690","ipomoea lacunosa","Ipomoea lacunosa","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19691","ipomoea nil","Ipomoea nil","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19692","ipomoea nil","Ipomoea nil","HEBE2017","Korea, Republic of","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19693","ipomoea nil","Ipomoea nil","ROJA2017","Bahamas","Y","we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,"N",NA,"evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species."
"19694","ipomoea nil","Ipomoea nil","TRIP2019","India","Y","invasive species have been defned by kolar and lodge (2001) as 'a non-indigenous species that spreads from the point of introduction and becomes abundant'.",NA,NA,"Y","MAP","the signifcant correlation of invasive species with both the anomalies revealed the afnity of invasive species towards warmer, drier and wet places. this gives an indication that the distribution of invasive species could be triggered by climate anomaly."
"19695","ipomoea nil","Ipomoea nil","WAGH2018","India","N",NA,NA,NA,"Y","MAP","the present study reveals that the tribal community of jhabua district is using 102 invasive alien plant species for curing 37 ailments. these plants play an important role in the life of tribal community not only in primary health care but also food security, ornamental purposes, fodder, fibre, etc."
"19696","ismelia carinata","Ismelia carinata","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19697","jacquemontia tamnifolia","Jacquemontia tamnifolia","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19698","jatropha curcas","Jatropha curcas","HEBE2017","China","N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19699","jatropha curcas","Jatropha curcas","MOUR2020",NA,"N",NA,NA,NA,"N",NA,"we suggest that the genetic variability provided by polyploidization has a positive impact on plant competitiveness, which may ultimately lead to an increased ability to colonize new environments. in a global warming scenario, integrative approaches using phenotypic, genetic, epigenetic, and ecological traits should be a productive route to unveil the aspects of invasive plants."
"19700","jatropha curcas","Jatropha curcas","NEGU2015","Burkina Faso","N",NA,NA,NA,"Y","COORDS","we failed to find convincing evidence of the spreading of j. curcas or any significant impact on the surrounding environment"
"19701","jatropha curcas","Jatropha curcas","ROJA2017","Bahamas","Y","we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,"N",NA,"evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species."
"19702","jatropha curcas","Jatropha curcas","TOMA2015","India","Y","dried leaves of jatropha curcas l adversely affected the initial growth of lettuce particularly the hypocotyl and radical length.",NA,NA,"N",NA,"experiments indicate harmful allelopathic effects ofjatropha leachates /extracts on wheat seedlings, hence further experimentation and analysis is recommended before continued plantation of jatropha particularly on fertile soils. however. growth of jatropha plants on saline soils and their potential for accumulating sodium, potassium and chloride are the attributes suggesting the possibility of use of jatropha plants in improving saline soils."
"19703","jatropha curcas","Jatropha curcas","WAGH2018","India","N",NA,NA,NA,"Y","MAP","the present study reveals that the tribal community of jhabua district is using 102 invasive alien plant species for curing 37 ailments. these plants play an important role in the life of tribal community not only in primary health care but also food security, ornamental purposes, fodder, fibre, etc."
"19704","jatropha curcas","Jatropha curcas","WAN2017B","China","Y","invasive plant species (ips) can invade their non-native ranges, and decrease the habitable space of native plant species...",NA,NA,"Y","BOTH","we observed significant differences in the impacts of human footprint and soil variability on the potential distribution of ips between various biomes. furthermore, our results indicated that the contribution extents of human footprint and soil factors to the potential distribution could vary across different ips and biomes (table 1) because the eco-physiological and abiotic environmental requirements of ips are different..."
"19705","jatropha curcas","Jatropha curcas","ZENG2017","South Africa","N",NA,NA,NA,"N",NA,"the majority of invasive alien species listed in the a&is regulations were not considered to be conflict-generating. however, the small proportion of species identified as conflict-generating hold the potential to negatively impact the future efficiency of conservation management in south africa by forcing regulators and managers to spend great amounts of time and resources addressing stakeholder complaints and concerns instead of discharging their duties in dealing with the species that do not generate controversy."
"19706","juncus compressus","Juncus compressus","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19707","juncus gerardii","Juncus gerardii","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19708","lactuca tatarica","Lactuca tatarica","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
"19709","lappula squarrosa","Lappula squarrosa","HEBE2017",NA,"N",NA,"Y","for example, because plant invaders often show performance advantages over co-occurring native species...and successful invaders tend to have wider physiological niches...some researchers have suggested invaders may be 'pre-adapted' for superior competitiveness or tolerance of environmental conditions as a consequence of their evolutionary history...","Y","MAP","our analysis of the naturalized and invasive plant species pools of two climatically similar regions confirmed a strong role for origin effects...the nature of which varied by region, habitat type and their interaction."
