"","plant_id","active_growth_period","bloat","c_n_ratio","coppice_potential","fall_conspicuous","fire_resistant","flower_color","flower_conspicuous","foliage_color","foliage_porosity_summer","foliage_porosity_winter","foliage_texture","fruit_seed_color","fruit_seed_conspicuous","growth_form","growth_rate","height_at_20_years_maximum_feet","height_mature_feet","known_allelopath","leaf_retention","lifespan","low_growing_grass","nitrogen_fixation","resprout_ability","shape_and_orientation","toxicity","adapted_to_coarse_textured_soils","adapted_to_fine_textured_soils","adapted_to_medium_textured_soils","anaerobic_tolerance","caco_3_tolerance","cold_stratification_required","drought_tolerance","fertility_requirement","fire_tolerance","frost_free_days_minimum","hedge_tolerance","moisture_use","ph_maximum","ph_minimum","planting_density_per_acre_maximum","planting_density_per_acre_minimum","precipitation_maximum","precipitation_minimum","root_depth_minimum","salinity_tolerance","shade_tolerance","temperature_minimum_f","bloom_period","commercial_availability","fruit_seed_abundance","fruit_seed_period_begin","fruit_seed_period_end","fruit_seed_persistence","propagated_by_bare_root","propagated_by_bulb","propagated_by_container","propagated_by_corm","propagated_by_cuttings","propagated_by_seed","propagated_by_sod","propagated_by_sprigs","propagated_by_tubers","seed_per_pound","seed_spread_rate","seedling_vigor","small_grain","vegetative_spread_rate","berry_nut_seed_product","christmas_tree_product","fodder_product","fuelwood_product","lumber_product","naval_store_product","nursery_stock_product","palatable_browse_animal","palatable_human","post_product","pulpwood_product","veneer_product","Name_submitted","Accepted_name","symbol"
"1561",90286,"Spring and Summer","None","Medium","No","No","No","Yellow","Yes","Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate",NA,"1.5","No","No","Moderate","No","None","No","Erect","None","No","No","Yes","Low","Low","No","Low","Low","Low","100","None","Low",8,7,"4800","2700","35","8","8","None","Intermediate","-33","Late Spring","Routinely Available","Medium","Spring","Summer","No","Yes","No","No","No","No","Yes","No","No","No","2969000","Slow","Low","No","Slow","No","No","No",NA,"No","No","No","Low","No","No","No","No","Potentilla glandulosa","Drymocallis glandulosa","POGL9"
"1562",24940,"Spring and Summer","None","Medium","No","No","Yes","Yellow","No","Gray-Green","Moderate","Porous","Fine","Brown","No","Bunch","Slow",NA,"2.1","No","No","Moderate","Yes","None","No","Erect","None","Yes","No","Yes","None","Medium","No","High","Medium","Medium","90","None","Medium",7.6,5.2,NA,NA,"80","20","12","None","Intolerant","-43","Late Spring","Routinely Available","Medium","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","1320000","Slow","Low","No","Slow","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Poa glauca","Poa glauca","POGLG"
"1563",67466,"Spring and Summer","None","Medium","Yes","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Single Stem","Rapid","40","65.0","No","No","Short","No","None","Yes","Erect","None","Yes","No","Yes","Low","Medium","No","Low","Medium","High","90","None","High",7.2,4.8,"800","300","70","20","20","Medium","Intolerant","-43","Mid Spring","Routinely Available","High","Spring","Spring","No","Yes","No","Yes","No","No","Yes","No","No","No","3000000","Moderate","Medium","No","Slow","No","No","No","Low","Yes","No","No","Medium","No","No","Yes","Yes","Populus grandidentata","Populus grandidentata","POGR4"
"1564",16082,"Spring and Summer","None","Medium","No","No","No","Green","No","Green","Porous","Porous","Fine","Brown","No","Single Crown","Rapid",NA,NA,"No","No","Short","No","None","No","Prostrate","None","No","No","No","High","Low","No","None","Medium","High","90","None","High",7,5.5,"4800","1700","55","12","0","None","Intolerant","-38","Late Spring","No Known Source","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Moderate","Low","No","Slow","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Potamogeton gramineus","Potamogeton gramineus","POGR8"
"1565",90324,"Spring and Summer","None",NA,"No","No","No","Yellow","Yes","Gray-Green","Porous","Porous","Medium","Black","No","Multiple Stem","Moderate",NA,"2.4","No","No","Moderate","No","None","No","Erect","None","Yes","No","Yes","None","Medium","No","Medium","Low","None","100","None","Low",7.5,4,"10912","2728","80","20","4","None","Intolerant","-43","Early Summer","Routinely Available","Low","Summer","Fall","No","Yes","No","No","No","No","Yes","No","No","No","1711698","Slow","Medium","No","Slow","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Potentilla gracilis","Potentilla gracilis","POGR9"
"1566",67470,"Spring and Summer","None","High","No","No","No","White","No","Green","Moderate","Porous","Coarse","White","No","Single Stem","Moderate","50","100.0","No","No","Short","No","None","Yes","Erect","None","No","Yes","Yes","High","Low","No","Low","Medium","Medium","180","None","High",5.9,4.6,"1200","300","60","35","24","None","Intolerant","-23","Mid Spring","No Known Source","High","Spring","Summer","No","Yes","No","Yes","No","No","Yes","No","No","No","152000","Slow","High","No","None","No","No","No","Low","No","No","No",NA,"No","No","Yes","Yes","Populus heterophylla","Populus heterophylla","POHE4"
"1567",61389,"Summer","None","Low","No","No","No","Red","No","Green","Moderate","Porous","Medium","Black","No","Single Crown","Rapid",NA,"1.6","No","No",NA,"No","None","No","Semi-Erect","None","Yes","Yes","Yes","Low","Low","No","None","Medium","None","120","None","High",7.5,5,NA,NA,"60","24","6","None","Intolerant","52","Late Spring","Routinely Available","High","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","275000","Moderate","High","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Polygonum hydropiper","Persicaria hydropiper","POHY"
"1568",61392,"Summer","None",NA,"No","No","No","Green","No","Dark Green","Porous","Porous","Fine","Green","No","Single Crown","Slow",NA,NA,"No","No","Moderate","No","None","No","Decumbent","None","No","Yes","Yes","High","High","No","Low","Medium","Medium","95","None","Medium",8.8,4.5,NA,NA,"50","12","10","Low","Intolerant","32","Indeterminate","Routinely Available","Medium","Spring","Summer","No","No","No","No","No","No","Yes","No","No","No","612963","Moderate","Medium","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Polygonum hydropiperoides","Persicaria hydropiperoides","POHY2"
"1569",24976,"Spring, Summer, Fall","None","Medium","No","No","No","Purple","No","Green","Porous","Porous","Medium","Brown","No","Bunch","Slow",NA,"1.5","No","No","Moderate","No","None","No","Erect","None","Yes","No","Yes","None","Low","Yes","High","Low","High","120","None","Medium",7.5,6.3,NA,NA,"40","10","12","None","Intolerant","-23","Late Spring","No Known Source","Medium","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","800000","Slow","Medium","No","None","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Poa leibergii","Poa leibergii","POLE"
"1570",24978,"Spring, Summer, Fall","None","High","No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Bunch","Slow",NA,"2.0","No","No","Moderate","Yes","None","No","Semi-Erect","None","No","Yes","Yes","High","Low","No","Low","Low","High","100","None","High",7.5,6.2,NA,NA,"48","18","10","None","Tolerant","-28","Late Spring","No Known Source","Medium","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","800000","Slow","Medium","No","Slow","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Poa leptocoma","Poa leptocoma","POLE2"
"1571",24996,"Spring and Summer","None","High","No","No","No","Yellow","No","Green","Moderate","Porous","Fine","Brown","No","Bunch","Slow",NA,"0.4","No","No","Moderate","Yes","None","No","Erect","None","Yes","No","Yes","None","High","No","High","Low","Medium","240","None","Low",8,5.8,NA,NA,"40","20","10","Medium","Intolerant","24","Late Winter","No Known Source","Low","Spring","Spring","No","No","No","No","No","No","Yes","No","No","No","800000","Slow","Low","No","Slow","No","No","No",NA,"No","No","No","Low","No","No","No","No","Poa macrantha","Poa macrantha","POMA26"
"1572",15623,"Spring and Summer","None","High","No","No","No","Yellow","No","Green","Dense","Dense","Fine","Purple","Yes","Single Stem","Rapid","30","40.0","No","No","Moderate","No","None","Yes","Conical","None","No","No","Yes","None","None","No","Low","Medium","None","200","High","Medium",7,5.5,"1200","300","60","30","12","Low","Intermediate","7","Late Spring","No Known Source","Low","Summer","Summer","No","Yes","No","Yes","No","Yes","Yes","No","No","No",NA,"None","Medium","No","None","No","No","No",NA,"No","No","Yes",NA,"No","No","No","No","Podocarpus macrophyllus","Podocarpus macrophyllus","POMA32"
"1573",25136,"Spring and Summer","None","Low","No","No","No","Yellow","No","Green","Moderate","Porous","Fine","Brown","No","Bunch","Rapid",NA,"1.7","No","No",NA,"No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","Low","Low","Medium","90","None","High",7.8,4.8,NA,NA,"55","12","10","Low","Intolerant","52","Late Spring","Routinely Available","Medium","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","125000","Moderate","High","No","None","No","No","Yes",NA,"No","No","No","Low","No","No","No","No","Polypogon monspeliensis","Polypogon monspeliensis","POMO5"
"1574",13822,"Spring, Summer, Fall","None","High","No","Yes","No","Brown","Yes","Dark Green","Dense","Moderate","Medium",NA,"No","Rhizomatous","Moderate",NA,"3.5","No","No","Long","No","None","No","Semi-Erect","None","No","No","Yes","Low","Medium","No","Low","Medium","Medium","135","None","High",7.5,5.8,"2700","1700","55","16","14","None","Tolerant","-33",NA,"Contracting Only","None",NA,NA,"No","No","No","Yes","No","No","No","No","Yes","No",NA,"None",NA,"No","Moderate","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Polystichum munitum","Polystichum munitum","POMU"
"1575",16101,"Summer","None","Medium","No","No","No","Green","No","Green","Porous","Porous","Fine","Brown","No","Rhizomatous","Rapid",NA,NA,"No","No","Short","No","None","No","Prostrate","None","No","No","No","High","Low","No","None","Medium","High","90","None","High",7,5.8,"4800","1700","55","12","0","None","Intolerant","-38","Mid Summer","No Known Source","Low","Summer","Fall","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Rapid","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Potamogeton natans","Potamogeton natans","PONA4"
"1576",25012,"Spring and Summer","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Slow",NA,"1.8","No","No","Moderate","Yes","None","No","Semi-Erect","None","Yes","No","Yes","None","Low","No","Low","Low","High","150","None","Medium",7.5,6.2,NA,NA,"30","12","10","None","Intolerant","-18","Late Spring","No Known Source","Medium","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","951667","Slow","Medium","No","None","No","No","No",NA,"No","No","No","Medium","No","No","No","No","Poa nervosa","Poa nervosa","PONE2"
"1577",67483,"Spring and Summer","None","High","Yes","No","No","White","No","Green","Dense","Porous","Medium","White","No","Single Stem","Rapid","90","190.0","No","No","Short","No","None","Yes","Erect","None","Yes","Yes","Yes","None","Medium","No","Low","Medium","High","90","Medium","High",8.5,5.1,"800","300","55","20","32","Medium","Intolerant","-43","Early Spring","Routinely Available",NA,"Spring","Spring","No","Yes","No","Yes","No","Yes","No","No","No","No",NA,"None",NA,"No","Slow","No","No","No","Low","No","No","Yes","Medium","No","No","Yes","No","Populus nigra","Populus nigra","PONI"
"1578",16105,"Summer","None","Medium","No","No","No","Green","No","Green","Porous","Porous","Fine","Brown","No","Rhizomatous","Rapid",NA,NA,"No","No","Short","No","None","No","Prostrate","None","No","No","No","High","Low","No","None","Medium","High","90","None","High",7,5.8,"4800","1700","55","12","0","None","Intolerant","-38","Mid Summer","Routinely Available","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Rapid","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Potamogeton nodosus","Potamogeton nodosus","PONO2"
"1579",54862,"Spring and Summer","None","Medium","No","No","No","Purple","Yes","Dark Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Moderate",NA,"3.0","No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","High","Low","No","None","Medium","High","90","None","High",7,4.6,"4800","2700","40","14","10","None","Tolerant","-43","Late Spring","Routinely Available","Medium","Summer","Summer","No","No","No","No","No","No","Yes","No","Yes","No","200000","Slow","Medium","No","Moderate","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Polemonium occidentale","Polemonium occidentale","POOC2"
"1580",25015,"Spring and Summer","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Fine","Brown","No","Bunch","Moderate",NA,"4.0","No","No","Moderate","Yes","None","No","Erect","None","No","Yes","Yes","Medium","Medium","No","Low","Medium","High","100","None","Medium",7.5,4.9,NA,NA,"50","28","12","Low","Intermediate","-38","Mid Spring","Routinely Available","Medium","Spring","Summer","No","No","No","No","No","No","Yes","No","No","No","1900000","Slow","Medium","No","None","No","No","Yes",NA,"No","No","No","Low","No","No","No","No","Poa palustris","Poa palustris","POPA2"
"1581",61462,"Summer","None","Medium","No","No","No","Red","Yes","Green","Moderate","Porous","Medium","Black","No","Single Crown","Moderate",NA,"3.9","No","No",NA,"No","None","No","Erect","None","Yes","Yes","Yes","Medium","Medium","No","Medium","Medium","High","95","None","Medium",8.5,4,NA,NA,"60","12","14","Low","Intolerant","32","Spring","Routinely Available","Medium","Spring","Fall","No","No","No","No","No","No","Yes","No","No","No","126111","Rapid","Medium","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Polygonum pensylvanicum","Persicaria pensylvanica","POPE2"
"1582",61479,"Spring","None",NA,"No","No","No","Red","Yes","Green","Moderate","Porous","Medium","Black","No","Single Crown","Rapid",NA,"3.2","No","No","Short","No","None","No","Erect","None","Yes","Yes","Yes","Medium","Medium","No","Medium","Low","Medium","110","None","Medium",8.5,4,NA,NA,"60","14","14","Low","Intolerant","32","Spring","Routinely Available","Medium","Spring","Fall","No","No","No","No","No","No","Yes","No","No","No","255775","Rapid","Medium","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Polygonum persicaria","Persicaria maculosa","POPE3"
"1583",90452,"Spring and Summer","None",NA,"No","No","No","Yellow","Yes","Gray-Green","Porous","Porous","Medium","Brown","No","Single Crown","Moderate",NA,"0.5","No","No","Short","No","None","No","Decumbent",NA,"No","No","Yes","Medium","Low","No","Low","Low","Low","160","None","Medium",8,7,"48000","27000","20","14","8","None","Intermediate","-38","Late Spring","No Known Source","Medium","Summer","Summer","No","Yes","No","No","No","No","Yes","No","No","No","1000000","Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Potentilla plattensis","Potentilla plattensis","POPL"
"1584",25028,"Spring, Summer, Fall","None","Low","No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Rhizomatous","Slow",NA,"2.0","No","No","Moderate","Yes","None","No","Erect","None","Yes","Yes","Yes","None","Low","No","Medium","Medium","None","90","None","Medium",8.4,5.8,"43560","43560","65","30","10","Low","Intolerant","-43","Mid Spring","Routinely Available","High","Spring","Summer","No","No","No","No","No","No","Yes","Yes","No","No","1389840","Slow","Low","No","Rapid","No","No","Yes",NA,"No","No","No","High","No","No","No","No","Poa pratensis","Poa pratensis","POPR"
"1585",16120,"Spring and Summer","None","Medium","No","No","No","Green","No","Green","Porous","Porous","Fine","Green","No","Rhizomatous","Rapid",NA,NA,"No","No","Short","No","None","No","Prostrate","None","No","No","No","High","Low","No","None","Medium","High","90","None","High",7,5.8,"4800","1700","55","12","0","None","Intolerant","-38","Late Spring","No Known Source","Low","Summer","Summer","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Rapid","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Potamogeton praelongus","Potamogeton praelongus","POPR5"
"1586",61516,"Summer","None",NA,"No","No","No","White","Yes","Green","Moderate","Porous","Medium","Black","No","Single Crown","Moderate",NA,"3.2","No","No","Short","No","None","No","Erect","None","Yes","Yes","Yes","High","Medium","No","Low","Low","High","110","None","Medium",8.7,6,NA,NA,"60","12","14","Medium","Intolerant","32","Summer","Routinely Available","Medium","Summer","Fall","No","No","No","No","No","No","Yes","No","No","No","125000","Rapid","Medium","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Polygonum punctatum","Persicaria nepalensis","POPU5"
"1587",16151,"Summer","None","Medium","No","No","No","Green","No","Green","Porous","Porous","Fine","Green","No","Single Crown","Rapid",NA,NA,"No","No","Short","No","None","No","Prostrate","None","No","No","No","High","Low","No","None","Medium","High","90","None","High",7,5.8,"4800","1700","55","16","0","None","Intolerant","-38","Late Summer","Routinely Available","Low","Summer","Fall","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Moderate","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Potamogeton robbinsii","Potamogeton robbinsii","PORO2"
"1588",61548,"Summer","None",NA,"No","No","Yes","Red","No","Green","Porous","Porous","Medium","Black","No","Single Crown","Rapid",NA,"1.0","No","No","Moderate","No","None","No","Prostrate","None","Yes","Yes","Yes","Low","Medium","No","Low","Medium","Low","110","None","Medium",8.5,4,NA,NA,"60","40","6","Medium","Intolerant","-13","Late Spring","Routinely Available","Medium","Spring","Fall","No","No","No","No","No","No","Yes","No","No","No","125000","Moderate","Medium","No","None","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Polygonum sagittatum","Persicaria strigosa","POSA5"
"1589",25064,"Spring and Summer","None","Medium","No","No","No","Yellow","No","Green","Porous","Porous","Medium","Brown","No","Bunch","Slow",NA,"2.3","No","No","Moderate","Yes","None","No","Semi-Erect","None","Yes","No","Yes","None","Medium","No","Medium","Medium","Medium","90","None","Medium",8.2,6.5,NA,NA,"24","8","12","Low","Intermediate","-43","Mid Spring","Routinely Available","Medium","Summer","Summer","No","No","No","No","No","No","Yes","No","No","No","1046960","Slow","Medium","No","None","No","No","Yes",NA,"No","No","No","Medium","No","No","No","No","Poa secunda","Poa secunda","POSE"
"1590",25105,"Spring and Summer","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Moderate",NA,"3.0","No","No","Moderate","Yes","None","No","Erect","None","Yes","No","Yes","High","Low","No","Low","Medium","High","100","None","High",7,5.9,NA,NA,"60","30","8","None","Tolerant","-33","Mid Spring","No Known Source","Medium","Spring","Summer","No","No","No","No","No","No","Yes","No","No","No","800000","Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Poa sylvestris","Poa sylvestris","POSY"
"1591",25108,"Spring and Fall","None","Medium","No","No","No","Yellow","No","Green","Moderate","Porous","Medium","Brown","No","Bunch","Moderate",NA,"2.5","No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","Low","Medium","No","Low","Medium","High","120","None","High",7.5,4.8,"43560","43560","50","35","12","None","Tolerant","-28","Early Spring","Routinely Available","Medium","Summer","Summer","No","No","No","No","No","No","Yes","Yes","No","No","2540000","Slow","Medium","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Poa trivialis","Poa trivialis","POTR2"
"1592",67496,"Spring and Summer","None","Medium","Yes","No","Yes","Blue","No","Green","Dense","Porous","Medium","White","No","Single Stem","Rapid","40","65.0","No","No","Short","No","None","Yes","Rounded","None","Yes","Yes","Yes","Low","High","No","Low","Medium","High","70","Low","High",9,4.3,"1200","300","60","7","32","Medium","Intolerant","-70","Mid Spring","Routinely Available","High","Spring","Summer","No","Yes","No","Yes","No","Yes","Yes","No","No","No","3248000","Moderate","Low","No","Moderate","No","No","No","Low","Yes","No","Yes","High","No","No","Yes","Yes","Populus tremuloides","Populus tremuloides","POTR5"
"1593",61598,"Spring and Summer","None","Low","No","No","No","White","Yes","Green","Moderate","Porous","Medium","Brown","No","Rhizomatous","Moderate",NA,"1.0","No","No","Moderate","No","None","No","Erect","None","Yes","Yes","Yes","Low","Medium","No","None","Medium","Low","80","None","High",9,6.5,"4800","2700","30","12","14","Medium","Intolerant","-38","Mid Spring","No Known Source","Medium","Summer","Summer","No","No","No","No","No","No","Yes","No","Yes","No","125000","Slow","Medium","No","Moderate","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Polygonum viviparum","Bistorta vivipara","POVI3"
"1594",16180,"Summer","None","Medium","No","No","No","Green","No","Green","Porous","Porous","Medium","Green","No","Single Crown","Rapid",NA,NA,"No","No","Short","No","None","No","Prostrate","None","No","No","No","High","Low","No","None","Medium","High","90","None","High",7,5.8,"4800","1700","55","12","0","None","Intolerant","-38","Mid Summer","No Known Source","Low","Summer","Fall","No","Yes","No","No","No","No","Yes","No","Yes","No",NA,"Slow","Low","No","Moderate","No","No","No",NA,"No","No","No",NA,"No","No","No","No","Potamogeton zosteriformis","Potamogeton zosteriformis","POZO"
"1595",16671,NA,"None",NA,"No","No","No",NA,"No","Green",NA,NA,NA,NA,"No",NA,NA,"30","70.0","No","No",NA,"No","None","No",NA,NA,"Yes","No","Yes",NA,"Medium","No",NA,NA,NA,"365","Low",NA,5.5,3.6,"640","320","160","70","36","Medium",NA,"40",NA,"Routinely Available",NA,NA,NA,"No","Yes","No","Yes","No","No","Yes","No","No","No",NA,NA,NA,"No",NA,"No","No","No",NA,"No","No","Yes",NA,"No","No","No","No","Prestoea acuminata","Prestoea acuminata","PRACM"
"1596",90536,"Spring and Summer","None","Medium","No","No","No","White","Yes","Green","Dense","Moderate","Medium","Red","Yes","Single Stem","Moderate","24","24.0","No","No","Long","No","None","Yes","Erect","Slight","Yes","No","Yes","Medium","High","Yes","None","Medium","Medium","100","Low","Medium",7,5,"1200","700","40","16","24","Low","Intolerant","-38","Mid Spring","Routinely Available","Medium","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No","870","Slow","High","No","None","Yes","No","No",NA,"No","No","Yes","Medium","Yes","No","No","No","Prunus americana","Prunus americana","PRAM"
"1597",90538,"Spring and Summer","None","Medium","No","No","No","White","Yes","Green","Dense","Porous","Medium","Red","Yes","Multiple Stem","Moderate","12","12.0","No","No","Long","No","None","Yes","Semi-Erect","Slight","Yes","No","Yes","None","High","Yes","None","Medium","Medium","165","Low","Medium",7.5,5,"1200","700","45","25","24","Low","Intolerant","-28","Early Spring","Routinely Available","Medium","Summer","Summer","No","Yes","No","Yes","No","No","Yes","No","No","No","1030","Slow","High","No","Slow","No","No","No",NA,"No","No","Yes","Medium","Yes","No","No","No","Prunus angustifolia","Prunus angustifolia","PRAN3"
"1598",90567,"Spring","None","High","No","No","No","White","Yes","Green","Moderate","Moderate","Fine","Red","Yes","Thicket Forming","Moderate","25","80.0","No","No","Long","No","None","Yes","Rounded","None","Yes","No","No","None","Medium","Yes","Medium","Medium","High","130","High","Medium",7.8,6.2,"1700","700","32","16","20","None","Intolerant","-23","Mid Spring","No Known Source","High","Summer","Fall","Yes","Yes","No","Yes","No","No","Yes","No","No","No","7020","Slow","Medium","No","None","No","No","No","Medium","No","No","Yes","Medium","No","No","No","No","Prunus emarginata","Prunus emarginata","PREM"
"1599",90572,"Spring and Summer","None","High","No","No","No","White","No","Green","Porous","Porous","Fine","Brown","Yes","Multiple Stem","Slow","6","6.0","No","No","Moderate","No","None","Yes","Erect","Slight","Yes","No","Yes","None","High","Yes","High","Low","None","200","Medium","Low",8.5,7,"70","10","20","8","12","Low","Intolerant","12","Early Spring","Contracting Only","Medium","Summer","Fall","No","Yes","No","Yes","No","Yes","Yes","No","No","No","4500","Slow","Medium","No","None","No","No","No",NA,"No","No","Yes","Low","No","No","No","No","Prunus fasciculata","Prunus fasciculata","PRFA"
"1600",90576,"Spring and Summer","None","High","No","Yes","No","White","Yes","Green","Dense","Moderate","Medium","Black","Yes","Single Crown","Moderate","6","6.0","No","No","Long","No","None","Yes","Irregular","None","Yes","No","Yes","None","Medium","Yes","Medium","Medium","Low","100","Medium","Medium",7.5,6,"1200","680","45","20","24","Low","Intolerant","-38","Early Spring","Routinely Available","High","Summer","Summer","Yes","Yes","No","Yes","No","No","Yes","No","No","No",NA,"Slow","Medium","No","None","No","No","No",NA,"No","No","Yes","Low","Yes","No","No","No","Prunus fruticosa","Prunus fruticosa","PRFR2"
"1601",81933,"Spring and Summer","None","Medium","Yes","No","Yes","Yellow","Yes","Green","Porous","Porous","Fine","White","Yes","Multiple Stem","Rapid","20","50.0","No","No","Long","No","Low","Yes","Rounded","None","Yes","Yes","Yes","Low","High","No","High","Low","High","250","High","Low",8.5,7,"170","10","12","5","12","Low","Intolerant","-13","Early Spring","Field Collections Only","High","Summer","Summer","No","Yes","No","Yes","No","Yes","Yes","No","No","No","10800","Moderate","High","No","None","No","No","No",NA,"Yes","No","Yes","Medium","Yes","Yes","No","No","Prosopis glandulosa","Neltuma glandulosa","PRGLG"
"1602",90586,"Spring, Summer, Fall","None","High","Yes","No","No","White","Yes","Green","Moderate","Porous","Medium","Purple","Yes","Single Stem","Rapid","30","40.0","No","Yes","Moderate","No","None","Yes","Erect","None","Yes","Yes","Yes","Low","Medium","No","High","Low","Low","365","High","Medium",8,7,"400","40","40","15","12","None","Intolerant","32","Late Spring","No Known Source","High","Summer","Fall","No","Yes","No","Yes","No","Yes","Yes","No","No","No","2500","Slow","High","No","Slow","Yes","No","No","Medium","No","No","Yes","Low","Yes","No","No","No","Prunus ilicifolia","Prunus ilicifolia","PRILL"
"1603",67307,"Spring and Summer","None","Medium","No","No","No","White","Yes","Green","Porous","Porous","Fine","Brown","No","Single Crown","Moderate",NA,"1.2","No","No","Moderate","No","None","No","Erect","None","No","No","Yes","High","Medium","Yes","Low","Medium","Low","85","None","High",7.5,5.5,"11000","4800","40","14","6","None","Intermediate","-33","Late Spring","No Known Source","High","Summer","Summer","No","No","No","Yes","No","No","Yes","No","No","No",NA,"Slow","Low","No","None","No","No","No",NA,"No","No","No","Low","No","No","No","No","Primula incana","Primula incana","PRIN"
"1604",16705,"Year Round","None",NA,"No","No","No","Green","No","Green","Moderate","Moderate","Medium","Black","Yes","Bunch",NA,"82","60.0","No","No",NA,"No","None","No","Erect","None","No","No","No","Low","Medium","Yes","Medium","Medium","Medium","365","Low",NA,6.5,5.8,"640","320","300","100",NA,"Low","Intermediate","40",NA,NA,NA,NA,NA,"No","No","No","No","No","Yes","Yes","No","No","No",NA,NA,NA,"No",NA,"No","No","No",NA,"No","No","Yes",NA,"No","No","No","No","Pritchardia maideniana","Pritchardia maideniana","PRMA15"
"1605",90597,"Spring and Summer","None","High","Yes","No","No","White","Yes","Green","Moderate","Porous","Coarse","Blue","Yes","Multiple Stem","Moderate","12","12.0","No","No","Long","No","None","Yes","Rounded","None","Yes","No","Yes","Medium","Medium","Yes","High","Low","Low","150","Low","Medium",7.7,5.8,"2200","700","60","36","20","Low","Intolerant","-8","Late Spring","Routinely Available","Medium","Summer","Summer","No","Yes","No","Yes","No","Yes","Yes","No","No","No","2500","Slow","Medium","No","Slow","Yes","No","No",NA,"No","No","Yes","Medium","Yes","No","No","No","Prunus maritima","Prunus maritima","PRMA2"
"1606",16719,NA,"None",NA,"No","No","No","Green","No","Green","Dense","Dense","Coarse","Black","No","Single Stem","Moderate","20","16.0","No","No","Short","No","None","No","Erect",NA,"No","No","No","Low","Medium","No","Low",NA,NA,"365","Low",NA,NA,NA,"640","320","220","35","24","Low","Intermediate","40",NA,NA,NA,NA,NA,"No","No","No","No","No","Yes","Yes","No","Yes","No",NA,NA,NA,"No",NA,"No","No","No",NA,"Yes","No","No",NA,"No","Yes","Yes","Yes","Pritchardia munroi","Pritchardia munroi","PRMU3"
"1607",90614,"Spring","None",NA,"No","No","No","Red","No","Green","Moderate","Porous","Coarse","Orange","No","Thicket Forming",NA,"30","9.0","No","No","Moderate","No","None","No","Erect","None","No","Yes","Yes","Low","Low","No","None",NA,"None","128",NA,NA,8.5,6.5,"1280","640","43","15","36","None","Intolerant","24","Mid Spring",NA,NA,"Spring","Summer","No","No","No","No","No","No","No","No","No","No","4875","Moderate",NA,"No",NA,"No","No","No",NA,"No","No","Yes","Low","Yes","No","No","No","Prunus nigra","Prunus nigra","PRNI"
