"","genus","ResolvedName","csr_c","csr_r","usda_habit","usda_growth","usda_allelo","usda_lifespan","usda_nitro","usda_toxic","hyb_prop","hyb_ratio","gpi_inv_cong","gpi_inv_else","will_rangesize","will_preciprange","will_phrange"
"5177","Cibotium","Cibotium glaucum",NA,NA,"Tree","Slow","No","Short","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5178","Cichorium","Cichorium intybus",36.5511914750405,21.7701147055726,"Forb/herb","Rapid","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5179","Citrus","Citrus x aurantium fo. aurantium",NA,NA,"Tree, Shrub","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5180","Cladium","Cladium mariscus subsp. jamaicense",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,FALSE,FALSE,NA,NA,NA
"5181","Coccoloba","Coccoloba diversifolia",NA,NA,"Tree, Shrub","Moderate","No",NA,"None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5182","Coccoloba","Coccoloba uvifera",NA,NA,"Tree, Shrub","Slow","No","Long","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5183","Cocos","Cocos nucifera",NA,NA,"Tree","Moderate","No","Moderate","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5184","Coffea","Coffea arabica",18.2804325962417,21.1877245121246,"Tree, Shrub","Moderate","No","Moderate","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5185","Colutea","Colutea arborescens",33.7180003756708,23.7199760558195,"Tree, Shrub","Rapid","No","Long","Medium","None",0,0,FALSE,FALSE,NA,NA,NA
"5186","Convallaria","Convallaria majalis",44.8965882958708,40.995014049602,"Forb/herb","Slow","No","Moderate","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5187","Cordyline","Cordyline fruticosa",NA,NA,"Tree, Shrub, Subshrub","Moderate","No","Long","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5188","Cornus","Cornus mas",21.6721860324296,27.8897975571595,"Tree, Shrub","Slow","No","Moderate","None","None",1.322751323,0.178571429,TRUE,FALSE,NA,NA,NA
"5189","Cortaderia","Cortaderia selloana",NA,NA,"Graminoid","Rapid","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5190","Cotoneaster","Cotoneaster acutifolius",NA,NA,"Shrub","Moderate","No","Long","None","None",0.150557061,0.06097561,TRUE,FALSE,NA,NA,NA
"5191","Cotoneaster","Cotoneaster apiculatus",NA,NA,"Subshrub, Shrub","Rapid","No","Moderate","None","None",0.150557061,0.06097561,TRUE,FALSE,NA,NA,NA
"5192","Cotoneaster","Cotoneaster horizontalis",1.66484794945902,5.66709719996918,"Shrub","Rapid","No","Moderate","None","None",0.150557061,0.06097561,TRUE,TRUE,NA,NA,NA
"5193","Cotoneaster","Cotoneaster integerrimus",16.946607396957,14.8786282126001,NA,"Moderate","No","Moderate","None","None",0.150557061,0.06097561,TRUE,FALSE,NA,NA,NA
"5194","Cotoneaster","Cotoneaster salicifolius",NA,NA,NA,"Rapid","No","Moderate","None","None",0.150557061,0.06097561,TRUE,TRUE,NA,NA,NA
"5195","Crataegus","Crataegus holmesiana",NA,NA,"Tree","Moderate","No","Long","None","None",0.737704918,0.221311475,TRUE,FALSE,NA,NA,NA
"5196","Crataegus","Crataegus aestivalis",NA,NA,"Tree, Shrub","Slow","No","Moderate","None","None",0.737704918,0.221311475,TRUE,FALSE,65919367248,639.8299561,3.409999847
"5197","Crescentia","Crescentia cujete",NA,NA,"Tree, Shrub","Slow","No",NA,"None","Moderate",NA,NA,FALSE,FALSE,NA,NA,NA
"5198","Crotalaria","Crotalaria juncea",NA,NA,"Forb/herb","Rapid","No",NA,"High","None",0,0,TRUE,FALSE,NA,NA,NA
"5199","Crotalaria","Crotalaria spectabilis",NA,NA,"Forb/herb","Rapid","No",NA,"Medium","Moderate",0,0,TRUE,TRUE,NA,NA,NA
"5200","Cryptomeria","Cryptomeria japonica",NA,NA,"Tree","Rapid","No","Moderate","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5201","Cydonia","Cydonia oblonga",NA,NA,"Tree, Shrub","Slow","No","Moderate","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5202","Cynodon","Cynodon dactylon",11.9685864399168,46.5126834254544,"Graminoid","Rapid","Yes","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5203","Cyperus","Cyperus esculentus",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5204","Cyperus","Cyperus esculentus",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5205","Cyperus","Cyperus esculentus",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5206","Cyperus","Cyperus esculentus",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5207","Cyperus","Cyperus esculentus",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5208","Cyperus","Cyperus esculentus",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5209","Cyperus","Cyperus esculentus",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5210","Cytisus","Cytisus scoparius",0,15.5004740379004,"Shrub","Rapid","No","Moderate","High","None",0.189393939,0.03030303,TRUE,TRUE,NA,NA,NA
"5211","Dactylis","Dactylis glomerata",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5212","Dalea","Dalea candida var. candida",NA,NA,"Subshrub, Forb/herb","Moderate","No","Short","High","Slight",0,0,TRUE,FALSE,NA,NA,NA
"5213","Dalea","Dalea purpurea var. purpurea",NA,NA,"Forb/herb, Subshrub","Moderate","No","Moderate","Low","None",0,0,TRUE,FALSE,NA,NA,NA
"5214","Delonix","Delonix regia",NA,NA,"Tree","Rapid","No","Moderate","Low","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5215","Grona","Grona heterophylla",NA,NA,"Forb/herb, Vine","Rapid","No","Short","Low","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5216","Grona","Grona heterophylla",NA,NA,"Forb/herb",NA,"No","Short","Low","Slight",NA,NA,FALSE,FALSE,NA,NA,NA
"5217","Desmodium","Desmodium incanum",NA,NA,"Forb/herb, Subshrub","Moderate","No","Short","Low","Slight",0.128205128,0.025,TRUE,FALSE,NA,NA,NA
"5218","Desmodium","Desmodium intortum",NA,NA,"Vine, Forb/herb","Moderate","No","Long","High","None",0.128205128,0.025,TRUE,FALSE,NA,NA,NA
"5219","Deutzia","Deutzia gracilis",NA,NA,"Shrub","Moderate","No","Moderate","None","None",NA,NA,TRUE,FALSE,NA,NA,NA
"5220","Dichanthium","Dichanthium annulatum",NA,NA,"Graminoid","Rapid","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5221","Dichanthium","Dichanthium aristatum",NA,NA,"Graminoid","Rapid","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5222","Digitaria","Digitaria eriantha",NA,NA,"Graminoid","Rapid","No","Long","None","None",0.189393939,0.03030303,TRUE,TRUE,NA,NA,NA
"5223","Dracaena","Dracaena fragrans",NA,NA,"Tree, Shrub","Slow","No","Short","None","Moderate",0,0,TRUE,FALSE,NA,NA,NA
"5224","Echinochloa","Echinochloa colona",NA,NA,"Graminoid","Moderate","No",NA,"None","None",0,0,TRUE,TRUE,NA,NA,NA
"5225","Echinochloa","Echinochloa colonum subsp. edulis",NA,NA,"Graminoid","Rapid","No",NA,"None","None",0,0,TRUE,FALSE,NA,NA,NA
"5226","Elaeagnus","Elaeagnus angustifolia",NA,NA,"Tree, Shrub","Rapid","No","Long","High","None",0,0,TRUE,TRUE,NA,NA,NA
"5227","Elaeagnus","Elaeagnus umbellata",NA,NA,"Shrub","Rapid","No","Short","Medium","None",0,0,TRUE,TRUE,NA,NA,NA
"5228","Eleocharis","Eleocharis equisetoides",NA,NA,"Graminoid","Moderate","No","Long","None","None",0.057110223,0.029126214,TRUE,FALSE,NA,NA,NA
"5229","Elymus","Elymus lanceolatus subsp. lanceolatus",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",1.797814208,0.539344262,TRUE,FALSE,NA,NA,NA
"5230","Elymus","Elymus lanceolatus subsp. lanceolatus",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",3.846153846,0.25,TRUE,FALSE,NA,NA,NA
"5231","Elymus","Elymus lanceolatus subsp. lanceolatus",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",200,1,TRUE,FALSE,NA,NA,NA
"5232","Eragrostis","Eragrostis curvula",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5233","Eragrostis","Eragrostis lehmanniana",NA,NA,"Graminoid","Rapid","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5234","Eragrostis","Eragrostis superba",NA,NA,"Graminoid","Rapid","No","Short","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5235","Eremochloa","Eremochloa ophiuroides",NA,NA,"Graminoid","Rapid","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5236","Eriocaulon","Eriocaulon decangulare",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",0,0,FALSE,FALSE,NA,NA,NA
"5237","Erythrina","Erythrina sandwicensis",NA,NA,"Tree","Moderate","No","Long","High","Slight",NA,NA,TRUE,FALSE,NA,NA,NA
"5238","Erythrina","Erythrina variegata",NA,NA,"Tree","Rapid","No","Long","Low",NA,NA,NA,TRUE,TRUE,NA,NA,NA
"5239","Eucalyptus","Eucalyptus camaldulensis",NA,NA,"Tree","Rapid","Yes","Long","None","None",0.037789325,0.02739726,TRUE,TRUE,NA,NA,NA
"5240","Eucalyptus","Eucalyptus globulus",NA,NA,"Tree","Rapid","Yes","Long","None","None",0.037789325,0.02739726,TRUE,TRUE,NA,NA,NA
"5241","Eucalyptus","Eucalyptus grandis",NA,NA,"Tree","Rapid","Yes","Long","None","None",0.037789325,0.02739726,TRUE,TRUE,NA,NA,NA
"5242","Eucalyptus","Eucalyptus leucoxylon",NA,NA,NA,"Rapid","Yes","Long","None","None",0.037789325,0.02739726,TRUE,FALSE,NA,NA,NA
"5243","Corymbia","Corymbia maculata",NA,NA,NA,"Rapid","No","Long","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5244","Eucalyptus","Eucalyptus robusta",NA,NA,"Tree","Rapid","Yes","Long","None","None",0.037789325,0.02739726,TRUE,TRUE,NA,NA,NA
"5245","Eucalyptus","Eucalyptus saligna",NA,NA,"Tree","Rapid","Yes","Long","None","None",0.037789325,0.02739726,TRUE,TRUE,NA,NA,NA
"5246","Euonymus","Euonymus fortunei",NA,NA,"Shrub","Rapid","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5247","Euonymus","Euonymus fortunei",NA,NA,"Shrub","Rapid","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5248","Euonymus","Euonymus fortunei var. fortunei",29.1047551356769,0,NA,"Rapid","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5249","Euonymus","Euonymus fortunei var. fortunei",29.1047551356769,0,NA,"Rapid","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5250","Fagopyrum","Fagopyrum tataricum",NA,NA,"Forb/herb","Rapid","No",NA,"None","None",0,0,TRUE,FALSE,NA,NA,NA
"5251","Festuca","Festuca heteromalla",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5252","Festuca","Festuca heteromalla",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0.051848673,0.061181435,TRUE,FALSE,NA,NA,NA
"5253","Festuca","Festuca heteromalla",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5254","Festuca","Festuca heteromalla",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0.525525526,0.094594595,TRUE,FALSE,NA,NA,NA
"5255","Festuca","Festuca ovina",1.91255900780003,24.7654662253308,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5256","Festuca","Festuca ovina",1.91255900780003,24.7654662253308,"Graminoid","Moderate","No","Long","None","None",0.051848673,0.061181435,TRUE,TRUE,NA,NA,NA
"5257","Festuca","Festuca ovina",1.91255900780003,24.7654662253308,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5258","Festuca","Festuca ovina",1.91255900780003,24.7654662253308,"Graminoid","Moderate","No","Long","None","None",0.525525526,0.094594595,TRUE,TRUE,NA,NA,NA
"5259","Forestiera","Forestiera pubescens var. pubescens",NA,NA,"Shrub","Moderate","No","Moderate","None","None",0,0,FALSE,FALSE,NA,NA,NA
"5260","Forsythia","Forsythia x intermedia",NA,NA,"Shrub","Rapid","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5261","Forsythia","Forsythia suspensa",NA,NA,"Shrub","Rapid","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5262","Frangula","Frangula alnus",13.7796662732413,18.8230121793006,"Tree, Shrub","Rapid","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5263","Frangula","Frangula alnus",17.1771395588209,26.89290643585,"Tree, Shrub","Rapid","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5264","Frangula","Frangula californica subsp. californica",NA,NA,"Shrub, Tree","Rapid","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5265","Fraxinus","Fraxinus caroliniana",NA,NA,"Tree, Shrub","Moderate","No","Moderate","None","None",0.476190476,0.047619048,TRUE,FALSE,3.38e+11,783.5799561,3.879999638
"5266","Fraxinus","Fraxinus profunda",NA,NA,"Tree","Rapid","No","Long","None","None",0.476190476,0.047619048,TRUE,FALSE,NA,NA,NA
"5267","Geranium","Geranium erianthum",NA,NA,"Forb/herb","Moderate","No","Short","None","None",0.057830211,0.037878788,TRUE,FALSE,NA,NA,NA
"5268","Ginkgo","Ginkgo biloba",33.5941758306067,50.957386156082,"Tree","Slow","No","Long","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5269","Gliricidia","Gliricidia sepium",NA,NA,"Tree","Rapid","No","Long","High","Moderate",NA,NA,TRUE,TRUE,NA,NA,NA
"5270","Glyceria","Glyceria melicaria",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",0.332225914,0.069767442,TRUE,FALSE,NA,NA,NA
"5271","Glyceria","Glyceria obtusa",NA,NA,"Graminoid","Rapid","No","Short","None","None",0.332225914,0.069767442,TRUE,FALSE,NA,NA,NA
"5272","Glycine","Glycine max",NA,NA,"Forb/herb","Rapid","No",NA,"Medium","None",0,0,FALSE,FALSE,NA,NA,NA
"5273","Gossypium","Gossypium tomentosum",NA,NA,"Shrub","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5274","Grevillea","Grevillea robusta",NA,NA,"Tree","Rapid","No","Moderate","None","Slight",0.853485064,0.157894737,TRUE,TRUE,NA,NA,NA
"5275","Guaiacum","Guaiacum officinale",NA,NA,"Tree","Slow","No",NA,"None",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"5276","Hedera","Hedera helix",36.0754176340392,50.9255547452019,"Vine","Moderate","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5277","Heliopsis","Heliopsis helianthoides var. scabra",NA,NA,"Forb/herb","Moderate","No","Short","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5278","Hemarthria","Hemarthria altissima",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5279","Hesperostipa","Hesperostipa comata subsp. comata",NA,NA,"Graminoid","Moderate","No","Moderate","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5280","Hippophae","Hippophae rhamnoides",6.35799613988667,10.839540985042,"Shrub, Tree","Rapid","No","Moderate","Medium","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5281","Holcus","Holcus lanatus",20.0595842076552,51.1252873027841,"Graminoid","Moderate","No","Short","None","None",1.470588235,0.117647059,TRUE,TRUE,NA,NA,NA
"5282","Hordeum","Hordeum vulgare",52.098844309813,41.1656254738084,"Graminoid","Rapid","No",NA,"None","None",0,0,TRUE,TRUE,NA,NA,NA
"5283","Hordeum","Hordeum vulgare",52.098844309813,41.1656254738084,"Graminoid","Rapid","No",NA,"None","None",0.808080808,0.177777778,TRUE,TRUE,NA,NA,NA
"5284","Hudsonia","Hudsonia tomentosa",NA,NA,"Subshrub, Shrub","Slow","No","Long","None","None",0,0,FALSE,FALSE,NA,NA,NA
"5285","Hydrangea","Hydrangea macrophylla",NA,NA,NA,"Rapid","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5286","Hymenaea","Hymenaea courbaril",48.9113225510719,13.3109478898247,"Tree","Slow","No","Short","Low","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5287","Hypericum","Hypericum calycinum",NA,NA,"Subshrub, Shrub","Rapid","No","Moderate","None","None",0.129032258,0.08,TRUE,FALSE,NA,NA,NA
"5288","Hypericum","Hypericum calycinum",NA,NA,"Subshrub, Shrub","Rapid","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5289","Hypericum","Hypericum galioides",NA,NA,"Subshrub","Moderate","No","Short","None","None",0.129032258,0.08,TRUE,FALSE,2.62e+11,715.249939,3.599999905
"5290","Hypericum","Hypericum galioides",NA,NA,"Subshrub","Moderate","No","Short","None","None",0,0,TRUE,FALSE,2.62e+11,715.249939,3.599999905
"5291","Iberis","Iberis sempervirens",24.7421287244796,9.1910335518618,"Subshrub, Forb/herb","Moderate","No","Moderate","None","None",0,0,FALSE,FALSE,NA,NA,NA
"5292","Ilex","Ilex amelanchier",NA,NA,"Shrub, Tree","Slow","No","Long","None","Slight",0,0,TRUE,FALSE,64144525383,635.1199951,3.170000076
"5293","Ilex","Ilex cassine",NA,NA,"Tree, Shrub","Moderate","No","Short","None","Slight",0,0,TRUE,FALSE,NA,NA,NA
"5294","Ilex","Ilex coriacea",NA,NA,"Tree, Shrub","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,2.6e+11,715.249939,3.839999676
"5295","Ilex","Ilex cornuta",NA,NA,"Shrub, Tree","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5296","Ilex","Ilex crenata",NA,NA,"Tree, Shrub","Slow","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5297","Ipomoea","Ipomoea pes-caprae",NA,NA,"Vine, Forb/herb","Moderate","No","Long","None","None",0.101010101,0.022222222,TRUE,FALSE,NA,NA,NA
"5298","Ipomopsis","Ipomopsis aggregata subsp. aggregata",NA,NA,"Forb/herb","Rapid","No","Moderate","None","None",1.098901099,0.071428571,FALSE,FALSE,NA,NA,NA
"5299","Jacquemontia","Jacquemontia sandwicensis",NA,NA,"Forb/herb, Vine","Moderate","No","Moderate","None","None",0,0,TRUE,FALSE,NA,NA,NA
"5300","Juglans","Juglans regia",73.1595908304465,5.39511905760099,"Tree","Rapid","Yes","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5301","Juniperus","Juniperus chinensis",NA,NA,"Tree, Shrub","Rapid","No","Moderate","None","None",0.793650794,0.107142857,TRUE,FALSE,NA,NA,NA
"5302","Juniperus","Juniperus rigida var. conferta",NA,NA,"Shrub","Rapid","No","Moderate","None","None",0.793650794,0.107142857,TRUE,FALSE,NA,NA,NA
"5303","Juniperus","Juniperus virginiana var. silicicola",NA,NA,"Tree","Slow","No","Long","None","None",0.793650794,0.107142857,TRUE,FALSE,NA,NA,NA
"5304","Koelreuteria","Koelreuteria paniculata",NA,NA,"Tree","Slow","No","Moderate","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5305","Kummerowia","Kummerowia stipulacea",NA,NA,"Forb/herb","Rapid","No",NA,"Medium","Slight",NA,NA,TRUE,FALSE,NA,NA,NA
"5306","Kummerowia","Kummerowia striata",NA,NA,"Forb/herb","Rapid","No",NA,"Medium","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5307","Lablab","Lablab purpureus",NA,NA,"Vine, Forb/herb","Rapid","No","Short","Medium","Slight",NA,NA,TRUE,TRUE,NA,NA,NA
"5308","Lachnanthes","Lachnanthes caroliana",NA,NA,"Forb/herb","Moderate","No","Long","None","None",NA,NA,FALSE,FALSE,NA,NA,NA
"5309","Lagerstroemia","Lagerstroemia indica",NA,NA,"Tree, Shrub","Moderate","No","Moderate","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5310","Larix","Larix decidua",0,0.84387358710705,"Tree","Moderate","No","Long","None","None",3.571428571,0.125,TRUE,TRUE,NA,NA,NA
"5311","Larix","Larix kaempferi",NA,NA,"Tree","Rapid","No","Long","None","None",3.571428571,0.125,TRUE,TRUE,NA,NA,NA
"5312","Lathyrus","Lathyrus latifolius",NA,NA,"Forb/herb, Vine","Moderate","No","Long","Medium","Moderate",0.024996875,0.015748031,TRUE,TRUE,NA,NA,NA
"5313","Lathyrus","Lathyrus sylvestris",41.2493098558339,36.7184681196371,"Vine, Forb/herb","Moderate","No","Long","High","Moderate",0.024996875,0.015748031,TRUE,TRUE,NA,NA,NA
"5314","Lespedeza","Lespedeza bicolor",NA,NA,"Forb/herb, Subshrub","Rapid","No","Short","Medium","None",2.666666667,0.32,TRUE,TRUE,NA,NA,NA
"5315","Lespedeza","Lespedeza thunbergii",NA,NA,"Subshrub","Moderate","No","Moderate","Medium","None",2.666666667,0.32,TRUE,FALSE,NA,NA,NA
"5316","Leucaena","Leucaena leucocephala",NA,NA,"Tree, Shrub","Rapid","Yes","Moderate","High","Moderate",NA,NA,TRUE,TRUE,NA,NA,NA
"5317","Leymus","Leymus angustus",NA,NA,"Graminoid","Rapid","No","Long","None","None",4.285714286,0.3,TRUE,FALSE,NA,NA,NA
"5318","Leymus","Leymus arenarius",NA,NA,"Graminoid","Rapid","No","Long","None","None",4.285714286,0.3,TRUE,FALSE,NA,NA,NA
"5319","Leymus","Leymus racemosus",NA,NA,"Graminoid","Rapid","No","Moderate","None","None",4.285714286,0.3,TRUE,TRUE,NA,NA,NA
"5320","Citharexylum","Citharexylum ligustrifolium",NA,NA,"Shrub","Moderate","No","Moderate","None","None",NA,NA,TRUE,FALSE,NA,NA,NA
"5321","Ligustrum","Ligustrum japonicum",NA,NA,"Tree, Shrub","Rapid","No","Moderate","None","Slight",0,0,TRUE,TRUE,NA,NA,NA
"5322","Ligustrum","Ligustrum ovalifolium",31.9713382728088,14.5496550444775,"Tree, Shrub","Rapid","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5323","Ligustrum","Ligustrum vulgare",11.7606454868243,11.1742431614512,"Shrub","Rapid","No","Moderate","None","None",0,0,TRUE,TRUE,NA,NA,NA
"5324","Lippia","Lippia micromera",NA,NA,"Shrub",NA,"No","Short","None",NA,NA,NA,FALSE,FALSE,NA,NA,NA
"5325","Liriope","Liriope muscari",NA,NA,"Forb/herb","Moderate","No","Moderate","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
"5326","Lolium","Lolium perenne",21.6827638622325,78.3172361377675,"Graminoid","Rapid","No","Moderate","None","None",5.538461538,0.692307692,TRUE,TRUE,NA,NA,NA
"5327","Lolium","Lolium multiflorum",NA,NA,"Graminoid","Rapid","No","Short","None","None",5.538461538,0.692307692,TRUE,TRUE,NA,NA,NA
"5328","Lolium","Lolium rigidum",8.70764354032431,46.3306693688537,"Graminoid","Rapid","No",NA,"None","None",5.538461538,0.692307692,TRUE,TRUE,NA,NA,NA
"5329","Lonicera","Lonicera japonica",34.0336166524074,14.6610566583056,"Vine","Rapid","No","Moderate","None","None",0.175336061,0.050847458,TRUE,TRUE,NA,NA,NA
"5330","Lonicera","Lonicera maackii",NA,NA,"Shrub","Moderate","No","Moderate","None","None",0.175336061,0.050847458,TRUE,TRUE,NA,NA,NA
"5331","Lonicera","Lonicera tatarica",NA,NA,"Shrub","Rapid","No","Moderate","None","None",0.175336061,0.050847458,TRUE,TRUE,NA,NA,NA
"5332","Lotus","Lotus corniculatus",NA,NA,"Forb/herb","Moderate","No","Moderate","Medium","None",0,0,TRUE,TRUE,NA,NA,NA
"5333","Lotus","Lotus corniculatus",NA,NA,"Forb/herb","Moderate","No","Moderate","Medium","None",0.1143903,0.053191489,TRUE,TRUE,NA,NA,NA
"5334","Lotus","Lotus corniculatus",NA,NA,"Forb/herb","Moderate","No","Moderate","Medium","None",0,0,TRUE,TRUE,NA,NA,NA
"5335","Lotus","Lotus pedunculatus",23.8289794911755,27.8570809075336,"Forb/herb","Moderate","No","Short","Medium","None",0,0,TRUE,TRUE,NA,NA,NA
"5336","Lotus","Lotus pedunculatus",23.8289794911755,27.8570809075336,"Forb/herb","Moderate","No","Short","Medium","None",0.1143903,0.053191489,TRUE,TRUE,NA,NA,NA
"5337","Lotus","Lotus pedunculatus",23.8289794911755,27.8570809075336,"Forb/herb","Moderate","No","Short","Medium","None",0,0,TRUE,TRUE,NA,NA,NA
"5338","Lotus","Lotus tenuis",24.6216537089922,75.3783462910078,"Forb/herb","Moderate","No","Short","Medium","None",0,0,TRUE,FALSE,NA,NA,NA
"5339","Lotus","Lotus tenuis",24.6216537089922,75.3783462910078,"Forb/herb","Moderate","No","Short","Medium","None",0.1143903,0.053191489,TRUE,FALSE,NA,NA,NA
"5340","Lotus","Lotus tenuis",24.6216537089922,75.3783462910078,"Forb/herb","Moderate","No","Short","Medium","None",0,0,TRUE,FALSE,NA,NA,NA
"5341","Lupinus","Lupinus nootkatensis",NA,NA,"Forb/herb","Rapid","No","Short","Low","Slight",0.043459365,0.025423729,TRUE,TRUE,NA,NA,NA
"5342","Lycium","Lycium sandwicense",NA,NA,"Shrub","Moderate","No","Short","None",NA,0,0,TRUE,FALSE,NA,NA,NA
"5343","Magnolia","Magnolia x soulangeana",NA,NA,"Shrub, Tree","Moderate","No","Long","None","None",0,0,FALSE,FALSE,NA,NA,NA
"5344","Magnolia","Magnolia stellata",NA,NA,"Tree","Moderate","No","Long","None","None",0,0,FALSE,FALSE,NA,NA,NA
"5345","Malus","Malus floribunda",NA,NA,"Shrub, Tree","Moderate","No","Moderate","None","None",1.098901099,0.071428571,TRUE,FALSE,NA,NA,NA
"5346","Malus","Malus mandshurica",NA,NA,NA,"Moderate","No","Long","None","None",1.098901099,0.071428571,TRUE,FALSE,NA,NA,NA
"5347","Malus","Malus sargentii",NA,NA,"Shrub","Moderate","No","Moderate","None","None",1.098901099,0.071428571,TRUE,FALSE,NA,NA,NA
"5348","Malus","Malus sylvestris",27.2116888099263,4.50580996837517,"Tree, Shrub","Moderate","No","Moderate","None","None",1.098901099,0.071428571,TRUE,FALSE,NA,NA,NA
"5349","Mammea","Mammea americana",NA,NA,"Tree","Rapid","No","Short","None","Slight",NA,NA,TRUE,TRUE,NA,NA,NA
"5350","Mangifera","Mangifera indica",NA,NA,"Tree","Moderate","No","Long","None","Slight",NA,NA,TRUE,TRUE,NA,NA,NA
"5351","Manihot","Manihot esculenta",NA,NA,"Subshrub, Shrub, Forb/herb, Tree","Rapid","No","Short","None","Slight",NA,NA,TRUE,FALSE,NA,NA,NA
"5352","Manilkara","Manilkara zapota",NA,NA,"Tree","Slow","No","Short","None","None",NA,NA,TRUE,TRUE,NA,NA,NA
