"","genus","ResolvedName","csr_c","csr_r","usda_habit","usda_growth","usda_allelo","usda_lifespan","usda_nitro","usda_toxic","hyb_prop","hyb_ratio","gpi_inv_cong","gpi_inv_else","will_rangesize","will_preciprange","will_phrange","reg_native","gir_nuisance","Seed_Dispersal_Category"
"4694","Hydrocotyle","Hydrocotyle umbellata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,NA
"4695","Hydrophyllum","Hydrophyllum macrophyllum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,2.17e+11,1319.880066,3.960000038,FALSE,FALSE,NA
"4696","Hypericum","Hypericum majus",NA,NA,NA,NA,NA,NA,NA,NA,0.129032258,0.08,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Autochory"
"4697","Hypericum","Hypericum majus",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Autochory"
"4698","Ilex","Ilex collina",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,12735383534,845.3599854,1.880000114,FALSE,FALSE,NA
"4699","Juncus","Juncus coriaceus",NA,NA,NA,NA,NA,NA,NA,NA,0.116788321,0.16,TRUE,FALSE,5e+11,1334.97998,4.289999723,FALSE,FALSE,NA
"4700","Juncus","Juncus gymnocarpus",NA,NA,NA,NA,NA,NA,NA,NA,0.116788321,0.16,TRUE,FALSE,43604057072,1279.910034,3.170000076,FALSE,FALSE,NA
"4701","Kosteletzkya","Kosteletzkya pentacarpos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4702","Krigia","Krigia dandelion",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4703","Lespedeza","Lespedeza angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,2.666666667,0.32,TRUE,FALSE,1.75e+11,941.6799927,3.359999657,FALSE,FALSE,NA
"4704","Lespedeza","Lespedeza procumbens",NA,NA,NA,NA,NA,NA,NA,NA,2.666666667,0.32,TRUE,FALSE,8.8e+11,1549.630005,4.159999847,FALSE,FALSE,NA
"4705","Ludwigia","Ludwigia maritima",NA,NA,NA,NA,NA,NA,NA,NA,0.476190476,0.047619048,TRUE,FALSE,1.9e+11,758.6099243,3.869999886,FALSE,FALSE,NA
"4706","Luzula","Luzula echinata",NA,NA,NA,NA,NA,NA,NA,NA,0.085251492,0.028985507,TRUE,FALSE,6.67e+11,1496.299988,3.960000038,FALSE,FALSE,NA
"4707","Lyonia","Lyonia lucida",NA,NA,"Shrub","Moderate","No","Long","None","None",0,0,FALSE,FALSE,3.44e+11,758.6099243,3.869999886,FALSE,FALSE,NA
"4708","Lysimachia","Lysimachia borealis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4709","Lysimachia","Lysimachia borealis",NA,NA,NA,NA,NA,NA,NA,NA,0.150829563,0.038461538,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4710","Lysimachia","Lysimachia borealis",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4711","Magnolia","Magnolia fraseri",NA,NA,"Tree","Rapid","No","Moderate","None","None",0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"4712","Melica","Melica mutica",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,6.17e+11,1745.089996,4.430000067,FALSE,FALSE,NA
"4713","Minuartia","Minuartia michauxii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4714","Muhlenbergia","Muhlenbergia sobolifera",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4715","Muhlenbergia","Muhlenbergia sobolifera",NA,NA,NA,NA,NA,NA,NA,NA,0.052882073,0.016129032,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4716","Nabalus","Nabalus trifoliolatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,4646744231,865.0800171,2.110000134,FALSE,FALSE,NA
"4717","Nuphar","Nuphar variegata",NA,NA,NA,NA,NA,NA,NA,NA,10,0.2,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4718","Nuttallanthus","Nuttallanthus canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4719","Nyssa","Nyssa ogeche",NA,NA,"Tree","Rapid","No","Short","None","None",NA,NA,FALSE,FALSE,78585126130,594.2099609,3.170000076,FALSE,FALSE,"Zoochory"
"4720","Oclemena","Oclemena acuminata",8.38605418763504,22.9888387063826,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Anemochory"
"4721","Oenothera","Oenothera pilosella",NA,NA,"Forb/herb","Moderate","No","Moderate","Low","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4722","Oenothera","Oenothera pilosella",NA,NA,"Forb/herb","Moderate","No","Moderate","Low","None",0.102145046,0.04494382,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4723","Orbexilum","Orbexilum pedunculatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,6.7e+11,1414.429993,4.289999723,FALSE,FALSE,NA
"4724","Osmunda","Osmunda spectabilis",NA,NA,"Forb/herb","Rapid","No","Moderate","None","None",33.33333333,0.333333333,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4725","Oxalis","Oxalis stricta",23.2121147473457,76.7878852526543,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Autochory"
"4726","Paspalum","Paspalum floridanum",4.47357969167977,22.256890316597,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4727","Phemeranthus","Phemeranthus teretifolius",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.59e+11,1315.890015,2.640000105,FALSE,FALSE,NA
"4728","Platanthera","Platanthera ciliaris",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4729","Platanthera","Platanthera ciliaris",NA,NA,NA,NA,NA,NA,NA,NA,1.333333333,0.16,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4730","Platanthera","Platanthera flava",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4731","Platanthera","Platanthera flava",NA,NA,NA,NA,NA,NA,NA,NA,1.333333333,0.16,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4732","Polygonum","Polygonum virginianum",NA,NA,NA,NA,NA,NA,NA,NA,0.02920774,0.024096386,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4733","Potentilla","Potentilla canadensis",NA,NA,NA,NA,NA,NA,NA,NA,0.163203816,0.145251397,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4734","Primula","Primula fassettii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,57983452536,715.4200439,3.380000114,FALSE,FALSE,NA
"4735","Primula","Primula fassettii",NA,NA,NA,NA,NA,NA,NA,NA,0.784313725,0.196078431,TRUE,FALSE,57983452536,715.4200439,3.380000114,FALSE,FALSE,NA
"4736","Prunus","Prunus alleghaniensis",NA,NA,NA,NA,NA,NA,NA,NA,0.240891298,0.097560976,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"4737","Quercus","Quercus geminata",NA,NA,NA,NA,NA,NA,NA,NA,1.865203762,0.811363636,TRUE,FALSE,1.73e+11,754.3599243,3.5,FALSE,FALSE,NA
"4738","Rhexia","Rhexia mariana",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,9.24e+11,1807.559998,4.799999952,FALSE,FALSE,NA
"4739","Ribes","Ribes cynosbati",NA,NA,NA,NA,NA,NA,NA,NA,0.088157508,0.036144578,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"4740","Rubus","Rubus canadensis",NA,NA,NA,NA,NA,NA,NA,NA,0.06483085,0.181850534,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"4741","Rubus","Rubus pensilvanicus",13.6430473042632,19.4548895719326,NA,NA,NA,NA,NA,NA,0.06483085,0.181850534,TRUE,FALSE,6581147672,210.5700073,1.869999886,FALSE,FALSE,NA
"4742","Rubus","Rubus pensilvanicus",13.6430473042632,19.4548895719326,NA,NA,NA,NA,NA,NA,0.06483085,0.181850534,TRUE,FALSE,8347168038,709.1500244,1.300000191,FALSE,FALSE,NA
"4743","Rubus","Rubus pensilvanicus",13.6430473042632,19.4548895719326,NA,NA,NA,NA,NA,NA,0.06483085,0.181850534,TRUE,FALSE,9087277019,884.2700195,1.78000021,FALSE,FALSE,NA
"4744","Rubus","Rubus pensilvanicus",13.6430473042632,19.4548895719326,NA,NA,NA,NA,NA,NA,0.06483085,0.181850534,TRUE,FALSE,1508194692,331.3000488,2.449999809,FALSE,FALSE,NA
"4745","Rubus","Rubus pensilvanicus",13.6430473042632,19.4548895719326,NA,NA,NA,NA,NA,NA,0.06483085,0.181850534,TRUE,FALSE,18475655539,865.1999512,2.909999847,FALSE,FALSE,NA
"4746","Rubus","Rubus pensilvanicus",13.6430473042632,19.4548895719326,NA,NA,NA,NA,NA,NA,0.06483085,0.181850534,TRUE,FALSE,447475055,126.0699463,0.699999809,FALSE,FALSE,NA
"4747","Rubus","Rubus pensilvanicus",13.6430473042632,19.4548895719326,NA,NA,NA,NA,NA,NA,0.06483085,0.181850534,TRUE,FALSE,10880062698,884.2700195,2.449999809,FALSE,FALSE,NA
"4748","Rubus","Rubus pensilvanicus",13.6430473042632,19.4548895719326,NA,NA,NA,NA,NA,NA,0.06483085,0.181850534,TRUE,FALSE,2152713608,519.1799316,1.940000057,FALSE,FALSE,NA
"4749","Rubus","Rubus pensilvanicus",13.6430473042632,19.4548895719326,NA,NA,NA,NA,NA,NA,0.06483085,0.181850534,TRUE,FALSE,5056253880,187.1700439,2.21999979,FALSE,FALSE,NA
"4750","Rubus","Rubus pensilvanicus",13.6430473042632,19.4548895719326,NA,NA,NA,NA,NA,NA,0.06483085,0.181850534,TRUE,FALSE,44418758986,283.1799316,3.210000038,FALSE,FALSE,NA
"4751","Rubus","Rubus pensilvanicus",13.6430473042632,19.4548895719326,NA,NA,NA,NA,NA,NA,0.06483085,0.181850534,TRUE,FALSE,48016915481,208.7199707,2.760000229,FALSE,FALSE,NA
"4752","Rubus","Rubus pensilvanicus",13.6430473042632,19.4548895719326,NA,NA,NA,NA,NA,NA,0.06483085,0.181850534,TRUE,FALSE,2058178956,85.69006348,1.830000401,FALSE,FALSE,NA
"4753","Ruellia","Ruellia purshiana",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,50373216590,745.4299316,2.289999962,FALSE,FALSE,NA
"4754","Sabatia","Sabatia stellaris",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.69e+11,783.5799561,3.869999886,FALSE,FALSE,NA
"4755","Sagittaria","Sagittaria rigida",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4756","Salix","Salix cordata",NA,NA,NA,NA,NA,NA,NA,NA,0.594652598,0.627358491,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4757","Sambucus","Sambucus cerulea",NA,NA,"Tree, Shrub","Rapid","No","Moderate","None","Moderate",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"4758","Schizachyrium","Schizachyrium littorale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,26491075783,1114.730042,4.289999962,FALSE,FALSE,NA
"4759","Schoenoplectiella","Schoenoplectiella smithii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4760","Scirpus","Scirpus atrocinctus",38.357109324739,4.2763271390665,NA,NA,NA,NA,NA,NA,0.158702169,0.08411215,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4761","Scrophularia","Scrophularia macrantha",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,28768621242,562.6800232,3.089999676,FALSE,FALSE,NA
"4762","Sedum","Sedum nevii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,13788716460,434.4199219,1.25,FALSE,FALSE,NA
"4763","Sedum","Sedum nevii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,13788716460,434.4199219,1.25,FALSE,FALSE,NA
"4764","Sedum","Sedum nevii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,13788716460,434.4199219,1.25,FALSE,FALSE,NA
"4765","Sericocarpus","Sericocarpus linifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,4.51e+11,1450.48999,3.409999847,FALSE,FALSE,NA
"4766","Solidago","Solidago pinetorum",NA,NA,NA,NA,NA,NA,NA,NA,0.124223602,0.042857143,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4767","Solidago","Solidago roanensis",NA,NA,NA,NA,NA,NA,NA,NA,0.124223602,0.042857143,TRUE,FALSE,1.08e+11,1499.330017,2.799999952,FALSE,FALSE,NA
"4768","Solidago","Solidago simplex",NA,NA,NA,NA,NA,NA,NA,NA,0.124223602,0.042857143,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4769","Solidago","Solidago squarrosa",NA,NA,NA,NA,NA,NA,NA,NA,0.124223602,0.042857143,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4770","Sophora","Sophora tomentosa",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Hydrochory"
"4771","Sporobolus","Sporobolus cynosuroides",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4772","Sporobolus","Sporobolus cynosuroides",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4773","Sporobolus","Sporobolus cynosuroides",NA,NA,"Graminoid","Moderate","No","Long","None","None",1.086956522,0.125,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4774","Sporobolus","Sporobolus cynosuroides",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4775","Sporobolus","Sporobolus neglectus",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Autochory"
"4776","Sporobolus","Sporobolus neglectus",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Autochory"
"4777","Sporobolus","Sporobolus neglectus",NA,NA,NA,NA,NA,NA,NA,NA,1.086956522,0.125,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Autochory"
"4778","Sporobolus","Sporobolus neglectus",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Autochory"
"4779","Sporobolus","Sporobolus pumilus",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA,TRUE,FALSE,NA
"4780","Sporobolus","Sporobolus pumilus",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA,TRUE,FALSE,NA
"4781","Sporobolus","Sporobolus pumilus",NA,NA,"Graminoid","Moderate","No","Long","None","None",1.086956522,0.125,TRUE,TRUE,NA,NA,NA,TRUE,FALSE,NA
"4782","Sporobolus","Sporobolus pumilus",NA,NA,"Graminoid","Moderate","No","Long","None","None",0,0,TRUE,TRUE,NA,NA,NA,TRUE,FALSE,NA
"4783","Stachys","Stachys aspera",NA,NA,NA,NA,NA,NA,NA,NA,0.052246604,0.022727273,TRUE,FALSE,1.15e+11,657.9899292,3.909999847,FALSE,FALSE,"Autochory"
"4784","Stachys","Stachys hispida",NA,NA,NA,NA,NA,NA,NA,NA,0.052246604,0.022727273,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4785","Stellaria","Stellaria pubera",NA,NA,NA,NA,NA,NA,NA,NA,0.0683527,0.025974026,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4786","Streptopus","Streptopus amplexifolius",NA,NA,NA,NA,NA,NA,NA,NA,100,0.5,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"4787","Streptopus","Streptopus lanceolatus",NA,NA,NA,NA,NA,NA,NA,NA,100,0.5,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4788","Symphyotrichum","Symphyotrichum tenuifolium",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,1.23e+11,885.8899536,4.529999733,FALSE,FALSE,NA
"4789","Trichophorum","Trichophorum planifolium",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4790","Trichostema","Trichostema brachiatum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Autochory"
"4791","Uniola","Uniola paniculata",NA,NA,"Graminoid","Slow","No","Long","None","None",NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4792","Vaccinium","Vaccinium formosum",NA,NA,NA,NA,NA,NA,NA,NA,0.340136054,0.081632653,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4793","Viburnum","Viburnum lantanoides",NA,NA,"Shrub","Slow","No","Long","None","None",0.333333333,0.04,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4794","Viburnum","Viburnum recognitum",NA,NA,NA,NA,NA,NA,NA,NA,0.333333333,0.04,TRUE,TRUE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"4795","Viola","Viola hastata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4796","Xyris","Xyris caroliniana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4797","Silphium","Silphium terebinthinaceum",51.0630892425697,0,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Autochory"
"4798","Oxydendrum","Oxydendrum arboreum",NA,NA,"Shrub, Tree","Slow","No","Moderate","None","None",NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Autochory"
"4799","Dirca","Dirca palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"4800","Hydrangea","Hydrangea radiata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,28775991415,1391.890015,1.659999847,FALSE,FALSE,NA
"4801","Phlox","Phlox carolina",NA,NA,NA,NA,NA,NA,NA,NA,0.408163265,0.1,FALSE,FALSE,1.84e+11,1450.48999,3.680000067,FALSE,FALSE,NA
"4802","Amianthium","Amianthium muscaetoxicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4803","Ampelaster","Ampelaster carolinianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4804","Antennaria","Antennaria solitaria",NA,NA,NA,NA,NA,NA,NA,NA,0.354609929,0.083333333,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4805","Asarum","Asarum virginicum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.6e+11,1335.48999,3.059999943,FALSE,FALSE,NA
"4806","Cardamine","Cardamine maxima",NA,NA,NA,NA,NA,NA,NA,NA,0.16722408,0.076086957,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4807","Drymocallis","Drymocallis arguta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4808","Dryopteris","Dryopteris ludoviciana",NA,NA,NA,NA,NA,NA,NA,NA,0.92506938,0.212765957,FALSE,FALSE,1.32e+11,618.9700928,3.119999886,FALSE,FALSE,NA
"4809","Eryngium","Eryngium aquaticum",NA,NA,NA,NA,NA,NA,NA,NA,0.235294118,0.058823529,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4810","Erythronium","Erythronium rostratum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,1.29e+11,711.5400391,3.059999943,FALSE,FALSE,NA
"4811","Frangula","Frangula caroliniana",NA,NA,"Shrub, Tree","Moderate","No","Short","None",NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,"Zoochory"
"4812","Gelsemium","Gelsemium rankinii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,90895437844,583.8898926,3.170000076,FALSE,FALSE,NA
"4813","Hydrophyllum","Hydrophyllum appendiculatum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4814","Lysimachia","Lysimachia quadrifolia",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4815","Lysimachia","Lysimachia quadrifolia",NA,NA,NA,NA,NA,NA,NA,NA,0.150829563,0.038461538,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4816","Lysimachia","Lysimachia quadrifolia",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4817","Napaea","Napaea dioica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4818","Panax","Panax trifolius",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4819","Rhododendron","Rhododendron alabamense",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,67231580821,520.9299316,3.230000257,FALSE,FALSE,NA
"4820","Rhynchospora","Rhynchospora colorata",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4821","Sarracenia","Sarracenia leucophylla",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4822","Scutellaria","Scutellaria serrata",NA,NA,NA,NA,NA,NA,NA,NA,0.354609929,0.083333333,FALSE,FALSE,1.28e+11,1450.48999,2.889999866,FALSE,FALSE,NA
"4823","Sisyrinchium","Sisyrinchium albidum",9.93324789545709,18.5801086019367,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4824","Symphyotrichum","Symphyotrichum shortii",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4825","Thalia","Thalia dealbata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4826","Trillium","Trillium cernuum",54.4039360287219,45.5960639712781,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4827","Trillium","Trillium flexipes",60.4816515787206,39.5183484212794,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4828","Vaccinium","Vaccinium darrowii",NA,NA,NA,NA,NA,NA,NA,NA,0.340136054,0.081632653,FALSE,FALSE,1.5e+11,652.2399902,3.170000076,FALSE,FALSE,NA
"4829","Viola","Viola palmata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,6.35e+11,1381.299988,3.779999733,FALSE,FALSE,NA
"4830","Viola","Viola rostrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4831","Zenobia","Zenobia pulverulenta",NA,NA,"Shrub","Moderate","No","Moderate","None","None",NA,NA,FALSE,FALSE,65474557129,409.4200439,3.059999943,FALSE,FALSE,NA
"4832","Carex","Carex cherokeensis",25.3235231720563,42.1980334516037,NA,NA,NA,NA,NA,NA,0.024607728,0.104582844,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4833","Carex","Carex cherokeensis",25.3235231720563,42.1980334516037,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4834","Carex","Carex cherokeensis",25.3235231720563,42.1980334516037,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4835","Astilbe","Astilbe biternata",NA,NA,NA,NA,NA,NA,NA,NA,100,0.5,FALSE,FALSE,75221696622,1391.97998,2.240000248,FALSE,FALSE,NA
"4836","Rhododendron","Rhododendron austrinum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,67714785118,554.7199707,3.170000076,FALSE,FALSE,NA
"4837","Agarista","Agarista populifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4838","Anemone","Anemone quinquefolia",38.2640560637132,61.7359439362868,NA,NA,NA,NA,NA,NA,0.289855072,0.065217391,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4839","Claytonia","Claytonia caroliniana",NA,NA,NA,NA,NA,NA,NA,NA,1.13960114,0.148148148,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4840","Equisetum","Equisetum scirpoides",NA,NA,NA,NA,NA,NA,NA,NA,2.70531401,0.608695652,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4841","Gaylussacia","Gaylussacia brachycera",NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,FALSE,28168961364,979.1199951,2.46999979,FALSE,FALSE,NA
"4842","Nyssa","Nyssa aquatica",NA,NA,"Tree","Moderate","No","Long","None","None",NA,NA,FALSE,FALSE,3.8e+11,732.6399536,3.879999638,FALSE,FALSE,"Zoochory"
"4843","Phlox","Phlox stolonifera",NA,NA,NA,NA,NA,NA,NA,NA,0.408163265,0.1,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4844","Pinus","Pinus pungens",NA,NA,"Tree",NA,"No","Long","None","None",0.216216216,0.08,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
"4845","Rhododendron","Rhododendron flammeum",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,14468603717,558.2600098,1.75,FALSE,FALSE,NA
"4846","Tradescantia","Tradescantia subaspera",NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,FALSE,NA,NA,NA,FALSE,FALSE,NA
