accepted_name,acc_name_rank,acc_name_source,acc_name_url,GPI_name,invdefdesc,usdaacceptedsymbol
Salix nigra,species,COL,https://www.catalogueoflife.org/data/taxon/79BZL,salix nigra,Invasive undefined,SANI
Salix rubens,species,COL,https://www.catalogueoflife.org/data/search?extinct=false&facet=rank&facet=issue&facet=status&facet=nomStatus&facet=nameType&facet=field&fuzzy=true&limit=50&offset=0&q=Salix%20rubens&sortBy=taxonomic,salix rubens,Invasive undefined,NA
Salix x rubens,hybrid,TNRS,http://www.tropicos.org/Name/28300193,salix x rubens,Invasive undefined,NA
Salpichroa origanifolia,species,COL,https://www.catalogueoflife.org/data/taxon/6XDYG,salpichroa origanifolia,Invasive explicitly defined,SAOR4
Salvia coccinea,species,COL,https://www.catalogueoflife.org/data/taxon/6XFBH,salvia coccinea,Invasive explicitly defined,SACO5
Salvia reflexa,species,COL,https://www.catalogueoflife.org/data/taxon/6XH6L,salvia reflexa,Invasive undefined,SARE3
Salvia rosmarinus,species,COL,https://www.catalogueoflife.org/data/taxon/79GSS,rosmarinus officinalis,Invasive implicitly defined,NA
Salvia tiliifolia,species,COL,https://www.catalogueoflife.org/data/taxon/79GJH,salvia tiliifolia,Invasive explicitly defined,SATI
Salvia verticillata,species,COL,https://www.catalogueoflife.org/data/taxon/79GM7,salvia verticillata,Invasive explicitly defined,SAVE5
Salvinia auriculata,species,COL,https://www.catalogueoflife.org/data/taxon/79GL6,salvinia auriculata,Invasive undefined,SAAU
Salvinia minima,species,COL,https://www.catalogueoflife.org/data/taxon/79GL9,salvinia minima baker,Invasive explicitly defined,SAMI7
Salvinia minima,species,COL,https://www.catalogueoflife.org/data/taxon/79GL9,salvinia minima,Invasive explicitly defined,SAMI7
Salvinia molesta,species,COL,https://www.catalogueoflife.org/data/taxon/79GLB,salvinia adnata,Invasive explicitly defined,SAMO5
Salvinia molesta,species,COL,https://www.catalogueoflife.org/data/taxon/79GLB,salvinia molesta d.s. mitchell,Invasive explicitly defined,SAMO5
Salvinia molesta,species,COL,https://www.catalogueoflife.org/data/taxon/79GLB,salivinia molesta,Invasive explicitly defined,SAMO5
Salvinia molesta,species,COL,https://www.catalogueoflife.org/data/taxon/79GLB,salvinia molesta mitchell,Invasive explicitly defined,SAMO5
Salvinia molesta,species,COL,https://www.catalogueoflife.org/data/taxon/79GLB,salvinia molesta d.s. mitch.,Invasive explicitly defined,SAMO5
Salvinia molesta,species,COL,https://www.catalogueoflife.org/data/taxon/79GLB,salvinia molesta,Invasive explicitly defined,SAMO5
Salvinia natans,species,COL,https://www.catalogueoflife.org/data/taxon/79GKY,salvinia natans,Invasive explicitly defined,SAAU
Sambucus canadensis,species,COL,https://www.catalogueoflife.org/data/taxon/6XHYD,sambucus canadensis,Invasive undefined,SANIC4
Sambucus nigra,species,COL,https://www.catalogueoflife.org/data/taxon/79HX3,sambucus nigra,Invasive explicitly defined,SANI4
Sambucus racemosa,species,COL,https://www.catalogueoflife.org/data/taxon/6XHX7,sambucus racemosa,Invasive explicitly defined,SARA2
Sambucus wightiana,species,COL,https://www.catalogueoflife.org/data/taxon/6XHXK,sambucus wightiana,Invasive undefined,NA
Sanchezia speciosa,species,COL,https://www.catalogueoflife.org/data/taxon/6XHJH,sanchezia speciosa,Invasive explicitly defined,SASP7
Sansevieria cylindrica,species,COL,https://www.catalogueoflife.org/data/taxon/6XJ59,sansevieria cylindrica,Invasive implicitly defined,SACY8
Sansevieria fasciata,species,COL,https://www.catalogueoflife.org/data/taxon/6XJ5H,sansevieria fasciata,Invasive implicitly defined,SAFA11
Sansevieria hyacinthoides,species,COL,https://www.catalogueoflife.org/data/taxon/79J86,sansevieria hyacinthoides,Invasive explicitly defined,SAHY2
Sansevieria trifasciata,species,COL,https://www.catalogueoflife.org/data/taxon/6XJ74,sansevieria trifasciata,Invasive explicitly defined,SATR6
Sansevieria trifasciata,species,COL,https://www.catalogueoflife.org/data/taxon/6XJ74,sanseviera trifasciata,Invasive explicitly defined,SATR6
Sansevieria trifasciata,species,COL,https://www.catalogueoflife.org/data/taxon/6XJ74,sansevieria trifasciata var. laurentii,Invasive explicitly defined,SATR6
Saponaria officinalis,species,COL,https://www.catalogueoflife.org/data/taxon/6XL6Y,saponaria officinalis,Invasive implicitly defined,SAOF4
Sarcolobus globosus,species,COL,https://www.catalogueoflife.org/data/taxon/6XM6C,sarcolobus globosus,Invasive undefined,NA
Sarracenia purpurea,species,COL,https://www.catalogueoflife.org/data/taxon/6XPLH,sarracenia purpurea,Invasive explicitly defined,SAPU4
Sasa kurilensis,species,COL,https://www.catalogueoflife.org/data/taxon/6XP6H,sasa kurilensis,Invasive undefined,NA
Sasa palmata,species,COL,https://www.catalogueoflife.org/data/taxon/79P93,sasa palmata,Invasive undefined,SAPA31
Saussurea amara,species,COL,https://www.catalogueoflife.org/data/taxon/6XRMR,saussurea amara,Invasive implicitly defined,SAAM12
Saxifraga canaliculata,species,COL,https://www.catalogueoflife.org/data/taxon/6XQQL,saxifraga canaliculata,Invasive explicitly defined,NA
Saxifraga cymbalaria,species,COL,https://www.catalogueoflife.org/data/taxon/6XQQZ,saxifraga cymbalaria,Invasive explicitly defined,NA
Saxifraga hookeri,species,COL,https://www.catalogueoflife.org/data/taxon/6Y2ST,saxifraga hookeri,Invasive explicitly defined,NA
Saxifraga jacquemontiana,species,COL,https://www.catalogueoflife.org/data/taxon/6XR5C,saxifraga jacquemontiana,Invasive explicitly defined,NA
Saxifraga pentadactylis,species,COL,https://www.catalogueoflife.org/data/taxon/6Y39J,saxifraga pentadactylis,Invasive explicitly defined,NA
Scaevola sericea,species,COL,https://www.catalogueoflife.org/data/taxon/6Y4HY,scaevola taccada,Invasive explicitly defined,SCSE6
Scaevola sericea,species,COL,https://www.catalogueoflife.org/data/taxon/6Y4HY,scaevola sericea,Invasive explicitly defined,SCSE6
Scandix pecten-veneris,species,COL,https://www.catalogueoflife.org/data/taxon/6XRWR,scandix pecten-veneris,Invasive undefined,SCPE
Scandix stellata,species,COL,https://www.catalogueoflife.org/data/taxon/6Y3WP,scandix stellata,Invasive undefined,NA
Schefflera actinophylla,species,COL,https://www.catalogueoflife.org/data/taxon/6XVNH,schefflera actinophylla,Invasive explicitly defined,SCAC2
Schinus molle,species,COL,https://www.catalogueoflife.org/data/taxon/4V8GC,schinus molle l.,Invasive explicitly defined,SCMO
Schinus molle,species,COL,https://www.catalogueoflife.org/data/taxon/4V8GC,schinus molle,Invasive explicitly defined,SCMO
Schinus terebinthifolia,species,COL,https://www.catalogueoflife.org/data/taxon/4V8H3,schinus terebinthifolia,Invasive explicitly defined,SCTE
Schinus terebinthifolia,species,COL,https://www.catalogueoflife.org/data/taxon/4V8H3,schinus terebinthefolius,Invasive explicitly defined,SCTE
Schinus terebinthifolia,species,COL,https://www.catalogueoflife.org/data/taxon/4V8H3,schinus terebenthifolius,Invasive explicitly defined,SCTE
Schinus terebinthifolia,species,COL,https://www.catalogueoflife.org/data/taxon/4V8H3,schinus terebinthifolius,Invasive explicitly defined,SCTE
Schismus arabicus,species,COL,https://www.catalogueoflife.org/data/taxon/4V8WZ,schismus arabicus,Invasive explicitly defined,SCAR
Schismus barbatus,species,COL,https://www.catalogueoflife.org/data/taxon/4V8X3,schismus barbatus,Invasive explicitly defined,SCBA
Schizachyrium condensatum,species,COL,https://www.catalogueoflife.org/data/taxon/4V9W6,schizachyrium condensatum (kunth) nees,Invasive explicitly defined,SCCO10
Schizachyrium condensatum,species,COL,https://www.catalogueoflife.org/data/taxon/4V9W6,schizachyrium condensatum,Invasive explicitly defined,SCCO10
Schizachyrium scoparium,species,COL,https://www.catalogueoflife.org/data/taxon/4V9YT,schizachyrium scoparium,Invasive undefined,SCSC
Schizolobium parahyba,species,COL,https://www.catalogueoflife.org/data/taxon/6XWXV,schizolobium parahyba,Invasive explicitly defined,NA
Schizostachyum dullooa,species,COL,https://www.catalogueoflife.org/data/taxon/4VCTF,neohouzeana dullooa,Invasive explicitly defined,NA
Schizostachyum dullooa,species,COL,https://www.catalogueoflife.org/data/taxon/4VCTF,schizostachyum dullooa,Invasive explicitly defined,NA
Schoenoplectus litoralis ssp.  litoralis,subspecies,COL,https://www.catalogueoflife.org/data/taxon/7KRVP,scirpus triqueter,Invasive explicitly defined,NA
Schoenoplectus triqueter,species,COL,https://www.catalogueoflife.org/data/taxon/79WDP,schoenoplectus triqueter,Invasive explicitly defined,SCTR5
Scleranthus annuus,species,COL,https://www.catalogueoflife.org/data/taxon/4VNGF,scleranthus annuus,Invasive implicitly defined,SCAN2
Sclerochloa dura,species,COL,https://www.catalogueoflife.org/data/taxon/6XXTX,sclerochloa dura,Invasive undefined,SCDU2
Scolochloa festucacea,species,COL,https://www.catalogueoflife.org/data/taxon/4VS2Q,schedonorus arundinaceus,Invasive explicitly defined,SCFE
Scolochloa festucacea,species,COL,https://www.catalogueoflife.org/data/taxon/4VS2Q,festuca arundinacea,Invasive explicitly defined,SCFE
Scolochloa festucacea,species,COL,https://www.catalogueoflife.org/data/taxon/4VS2Q,scolochloa festucacea,Invasive explicitly defined,SCFE
Scolochloa festucacea,species,COL,https://www.catalogueoflife.org/data/taxon/4VS2Q,festuca arundinacea schreb.,Invasive explicitly defined,SCFE
Scolochloa festucacea,species,COL,https://www.catalogueoflife.org/data/taxon/4VS2Q,schedonorus arundinaceous,Invasive explicitly defined,SCFE
Scolochloa festucacea,species,COL,https://www.catalogueoflife.org/data/taxon/4VS2Q,festuca arunindacea,Invasive explicitly defined,SCFE
Scoparia dulcis,species,COL,https://www.catalogueoflife.org/data/taxon/6XZ38,scoparia dulcis,Invasive explicitly defined,SCDU3
Scorzonera laciniata,species,COL,https://www.catalogueoflife.org/data/taxon/4VXC8,scorzonera laciniata,Invasive explicitly defined,SCLA6
Scorzoneroides autumnalis,species,COL,https://www.catalogueoflife.org/data/taxon/4VXJQ,scorzoneroides autumnalis,Invasive implicitly defined,LEAU2
Searsia longipes,species,COL,https://www.catalogueoflife.org/data/taxon/4W74L,rhus longipes,Invasive undefined,NA
Secale cereale,species,COL,https://www.catalogueoflife.org/data/taxon/4W83N,secale cereale,Invasive explicitly defined,SECE
Sechium edule,species,COL,https://www.catalogueoflife.org/data/taxon/4W8CN,sechium edule,Invasive explicitly defined,SEED
Securigera varia,species,COL,https://www.catalogueoflife.org/data/taxon/4W8NL,coronilla varia,Invasive explicitly defined,SEVA4
Securigera varia,species,COL,https://www.catalogueoflife.org/data/taxon/4W8NL,securigeria varia,Invasive explicitly defined,SEVA4
Securigera varia,species,COL,https://www.catalogueoflife.org/data/taxon/4W8NL,securigera varia,Invasive explicitly defined,SEVA4
Sedum hispanicum,species,COL,https://www.catalogueoflife.org/data/taxon/4W9DP,sedum hispanicum,Invasive undefined,SEHI
Sedum sarmentosum,species,COL,https://www.catalogueoflife.org/data/taxon/4W9WD,sedum sarmentosum,Invasive undefined,SESA
Selenicereus undatus,species,COL,https://www.catalogueoflife.org/data/taxon/4WDDR,hylocereus undatus,Invasive explicitly defined,NA
Senecio angulatus,species,COL,https://www.catalogueoflife.org/data/taxon/4WJKF,senecio angulatus,Invasive explicitly defined,NA
Senecio ciliocarpa,species,unresolved,NA,senecio ciliocarpa,Invasive explicitly defined,NA
Senecio dubitabilis,species,COL,https://www.catalogueoflife.org/data/taxon/4WKLK,senecio dubitabilis,Invasive implicitly defined,NA
Senecio inaequidens,species,COL,https://www.catalogueoflife.org/data/taxon/6YGST,senecio inaequidens,Invasive explicitly defined,SEIN10
Senecio inaequidens,species,COL,https://www.catalogueoflife.org/data/taxon/6YGST,senecio inaequidens dc,Invasive explicitly defined,SEIN10
Senecio leucanthemifolius,species,COL,https://www.catalogueoflife.org/data/taxon/4WLN9,senecio leucanthemifolius,Invasive undefined,NA
Senecio madagascariensis,species,COL,https://www.catalogueoflife.org/data/taxon/4WLTW,senecio madagascariensis,Invasive explicitly defined,SEMA15
Senecio pterophorus,species,COL,https://www.catalogueoflife.org/data/taxon/4WMPL,senecio pterophorus,Invasive explicitly defined,NA
Senecio squalidus,species,COL,https://www.catalogueoflife.org/data/taxon/4WN92,senecio squalidus,Invasive explicitly defined,SESQ
Senecio sylvaticus,species,COL,https://www.catalogueoflife.org/data/taxon/4WNDG,senecio sylvaticus,Invasive implicitly defined,SESY
Senecio sylvestris,species,unresolved,NA,senecio sylvestris,Invasive undefined,NA
Senecio tamoides,species,COL,https://www.catalogueoflife.org/data/taxon/6YGKY,senecio tamoides,Invasive explicitly defined,NA
Senecio vernalis,species,COL,https://www.catalogueoflife.org/data/taxon/4WNPH,senecio vernalis,Invasive implicitly defined,NA
Senecio viscosus,species,COL,https://www.catalogueoflife.org/data/taxon/6YGMR,senecio viscosus,Invasive explicitly defined,SEVI2
Senecio vulgaris,species,COL,https://www.catalogueoflife.org/data/taxon/4WNRF,senecio vulgaris,Invasive explicitly defined,SEVU
Senecio vulgaris,species,COL,https://www.catalogueoflife.org/data/taxon/4WNRF,senecio vulgaris l. asteraceae,Invasive explicitly defined,SEVU
Senegalia mellifera,species,COL,https://www.catalogueoflife.org/data/taxon/4WP23,acacia mellifera,Invasive explicitly defined,SEME9
Senegalia pennata,species,COL,https://www.catalogueoflife.org/data/taxon/4WP2Y,senegalia pennata,Invasive undefined,SEPE10
Senegalia rugata,species,COL,https://www.catalogueoflife.org/data/taxon/4WP3W,acacia concinna,Invasive undefined,NA
Senna alata,species,COL,https://www.catalogueoflife.org/data/taxon/4WP74,cassia alata,Invasive explicitly defined,SEAL4
Senna alata,species,COL,https://www.catalogueoflife.org/data/taxon/4WP74,senna alata,Invasive explicitly defined,SEAL4
Senna alexandrina,species,COL,https://www.catalogueoflife.org/data/taxon/4WP77,senna alexandrina,Invasive implicitly defined,SEAL5
Senna bicapsularis,species,COL,https://www.catalogueoflife.org/data/taxon/4WP89,senna bicapsularis,Invasive undefined,SEBI5
Senna didymobotrya,species,COL,https://www.catalogueoflife.org/data/taxon/6YGQP,senna didymobotrya,Invasive explicitly defined,SEDI8
Senna hirsuta,species,COL,https://www.catalogueoflife.org/data/taxon/6YGQT,senna hirsuta,Invasive explicitly defined,SEHI2
Senna hirsuta,species,COL,https://www.catalogueoflife.org/data/taxon/6YGQT,cassia hirsuta,Invasive explicitly defined,SEHI2
Senna insularis,species,COL,https://www.catalogueoflife.org/data/taxon/6YGR3,cassia absus,Invasive explicitly defined,NA
Senna multijuga,species,COL,https://www.catalogueoflife.org/data/taxon/4WPBP,senna multijuga,Invasive explicitly defined,SEMU5
Senna obtusifolia,species,COL,https://www.catalogueoflife.org/data/taxon/4WPBZ,cassia obtusifolia,Invasive explicitly defined,SEOB4
Senna obtusifolia,species,COL,https://www.catalogueoflife.org/data/taxon/4WPBZ,senna obtusifolia,Invasive explicitly defined,SEOB4
Senna occidentalis,species,COL,https://www.catalogueoflife.org/data/taxon/4WPC2,senna occidentalis,Invasive explicitly defined,SEOC2
Senna occidentalis,species,COL,https://www.catalogueoflife.org/data/taxon/4WPC2,cassia occidentalis,Invasive explicitly defined,SEOC2
Senna pendula,species,COL,https://www.catalogueoflife.org/data/taxon/4WPCD,senna pendula,Invasive explicitly defined,SEPE4
Senna pendula var.  glabrata,variety,COL,https://www.catalogueoflife.org/data/taxon/5RGNS,senna pendula var. glabrata,Invasive undefined,NA
Senna septemtrionalis,species,COL,https://www.catalogueoflife.org/data/taxon/4WPDQ,senna septemtrionalis,Invasive explicitly defined,SESE13
Senna septemtrionalis,species,COL,https://www.catalogueoflife.org/data/taxon/4WPDQ,cassia floribunda,Invasive explicitly defined,SESE13
Senna siamea,species,COL,https://www.catalogueoflife.org/data/taxon/4WPDR,senna siamea,Invasive explicitly defined,SESI3
Senna sophera,species,COL,https://www.catalogueoflife.org/data/taxon/4WPDX,cassia sophera,Invasive explicitly defined,SESO2
Senna sophera,species,COL,https://www.catalogueoflife.org/data/taxon/4WPDX,senna sophera,Invasive explicitly defined,SESO2
Senna spectabilis,species,COL,https://www.catalogueoflife.org/data/taxon/6YGRC,senna spectabilis,Invasive explicitly defined,SESP9
Senna tora,species,COL,https://www.catalogueoflife.org/data/taxon/6YGPM,senna tora,Invasive explicitly defined,SETO4
Senna tora,species,COL,https://www.catalogueoflife.org/data/taxon/6YGPM,cassia tora,Invasive explicitly defined,SETO4
Senna uniflora,species,COL,https://www.catalogueoflife.org/data/taxon/6YGPV,cassia uniflora,Invasive explicitly defined,SEUN3
Sesamum indicum,species,COL,https://www.catalogueoflife.org/data/taxon/4WYTB,sesamum indicum,Invasive undefined,SEOR4
Sesbania bispinosa,species,COL,https://www.catalogueoflife.org/data/taxon/4WZ48,sesbania bispinosa,Invasive explicitly defined,SEBI3
Sesbania cannabina,species,COL,https://www.catalogueoflife.org/data/taxon/4WZ4F,sesbania canabina,Invasive explicitly defined,SECA23
Sesbania cannabina,species,COL,https://www.catalogueoflife.org/data/taxon/4WZ4F,sesbania cannabina,Invasive explicitly defined,SECA23
Sesbania herbacea,species,COL,https://www.catalogueoflife.org/data/taxon/4WZ5H,sesbania herbacea,Invasive implicitly defined,SEHE8
Sesbania punicea,species,COL,https://www.catalogueoflife.org/data/taxon/4WZ6T,sesbania punicea,Invasive explicitly defined,SEPU7
Sesbania sericea,species,COL,https://www.catalogueoflife.org/data/taxon/4WZ6Y,sesbania sericea,Invasive explicitly defined,SESE7
Sesbania sesban,species,COL,https://www.catalogueoflife.org/data/taxon/4WZ6Z,sesbania sesban,Invasive explicitly defined,SESE8
Sesbania virgata,species,COL,https://www.catalogueoflife.org/data/taxon/4WZ7G,sesbania virgata,Invasive undefined,SEVI7
Setaria barbata,species,COL,https://www.catalogueoflife.org/data/taxon/4X29Q,setaria barbata,Invasive explicitly defined,SEBA
Setaria faberi,species,COL,https://www.catalogueoflife.org/data/taxon/4X2CK,setaria faberi,Invasive explicitly defined,SEFA
Setaria helvola,species,COL,https://www.catalogueoflife.org/data/taxon/4X2DW,setaria pumila,Invasive explicitly defined,NA
Setaria helvola,species,COL,https://www.catalogueoflife.org/data/taxon/4X2DW,setaria helvola,Invasive explicitly defined,NA
Setaria italica,species,COL,https://www.catalogueoflife.org/data/taxon/6YKG8,setaria italica,Invasive explicitly defined,SEIT
Setaria megaphylla,species,COL,https://www.catalogueoflife.org/data/taxon/4X2GH,setaria megaphylla,Invasive explicitly defined,SEME6
Setaria palmifolia,species,COL,https://www.catalogueoflife.org/data/taxon/4X2HP,setaria palmifolia,Invasive explicitly defined,SEME6
Setaria parviflora,species,COL,https://www.catalogueoflife.org/data/taxon/4X2HZ,setaria parviflora (poir.) kerguelen,Invasive explicitly defined,SEPA10
Setaria parviflora,species,COL,https://www.catalogueoflife.org/data/taxon/4X2HZ,setaria parviflora,Invasive explicitly defined,SEPA10
Setaria verticillata,species,COL,https://www.catalogueoflife.org/data/taxon/6YMB6,setaria verticillata,Invasive undefined,SEVE3
Setaria viridis,species,COL,https://www.catalogueoflife.org/data/taxon/4X2NF,setaria viridis,Invasive explicitly defined,SEVI4
Setaria viridis,species,COL,https://www.catalogueoflife.org/data/taxon/4X2NF,setaria pycnocoma,Invasive explicitly defined,SEVI4
Shirakiopsis indica,species,COL,https://www.catalogueoflife.org/data/taxon/4X4R5,excoecaria indica,Invasive undefined,SHIN
Sibbaldia miyabei,species,COL,https://www.catalogueoflife.org/data/taxon/4X5S2,potentilla miyabei,Invasive explicitly defined,NA
Sibbaldianthe bifurca,species,COL,https://www.catalogueoflife.org/data/taxon/4X5SV,sibbaldianthe bifurca,Invasive implicitly defined,NA
Sicyos angulatus,species,COL,https://www.catalogueoflife.org/data/taxon/4X7H6,sicyos angulatus,Invasive explicitly defined,SIAN
Sicyos angulatus,species,COL,https://www.catalogueoflife.org/data/taxon/4X7H6,sicyos angulatus l.,Invasive explicitly defined,SIAN
Sicyos angulatus,species,COL,https://www.catalogueoflife.org/data/taxon/4X7H6,sicyos angulatu,Invasive explicitly defined,SIAN
Sicyos angulatus,species,COL,https://www.catalogueoflife.org/data/taxon/4X7H6,sicyos angulatus linnaeus,Invasive explicitly defined,SIAN
Sida acuta,species,COL,https://www.catalogueoflife.org/data/taxon/4X7LX,sida acuta,Invasive explicitly defined,SIAC3
Sida cordifolia,species,COL,https://www.catalogueoflife.org/data/taxon/4X7TD,sida cordifolia,Invasive explicitly defined,SICO
Sida linifolia,species,COL,https://www.catalogueoflife.org/data/taxon/4X84Y,sida linifolia,Invasive explicitly defined,SILI6
Sida repens,species,COL,https://www.catalogueoflife.org/data/taxon/4X8DD,sida repens,Invasive explicitly defined,SIRE7
Sida rhombifolia,species,COL,https://www.catalogueoflife.org/data/taxon/4X8DM,sida rhombifolia,Invasive explicitly defined,SIRH
Sida spinosa,species,COL,https://www.catalogueoflife.org/data/taxon/4X8G4,sida spinosa,Invasive implicitly defined,SISP
Sida ulmifolia,species,COL,https://www.catalogueoflife.org/data/taxon/4X8JM,sida ulmifolia,Invasive explicitly defined,SIAN5
Sieruela monophylla,species,COL,https://www.catalogueoflife.org/data/taxon/4X9X5,cleome monophylla,Invasive explicitly defined,NA
Sieruela rutidosperma,species,COL,https://www.catalogueoflife.org/data/taxon/6YMPY,cleome rutidosperma,Invasive explicitly defined,NA
Sigesbeckia orientalis,species,COL,https://www.catalogueoflife.org/data/taxon/6YNS3,sigesbeckia orientalis,Invasive explicitly defined,SIOR2
Sigesbeckia orientalis,species,COL,https://www.catalogueoflife.org/data/taxon/6YNS3,siegesbeckia orientalis,Invasive explicitly defined,SIOR2
Sigesbeckia pubescens,species,COL,https://www.catalogueoflife.org/data/taxon/6YNRV,sigesbeckia pubescens,Invasive implicitly defined,NA
Sigesbeckia serrata,species,COL,https://www.catalogueoflife.org/data/taxon/6YNRS,sigesbeckia serrata,Invasive undefined,NA
Silene baccifera,species,COL,https://www.catalogueoflife.org/data/taxon/4XBPN,silene baccifera,Invasive explicitly defined,NA
Silene caroliniana,species,COL,https://www.catalogueoflife.org/data/taxon/6YP44,silene caroliniana,Invasive explicitly defined,SICA6
Silene conoidea,species,COL,https://www.catalogueoflife.org/data/taxon/4XBXD,silene conoidea,Invasive undefined,SICO4
Silene coronaria,species,COL,https://www.catalogueoflife.org/data/taxon/4XBXJ,lychnis coronaria,Invasive undefined,LYCO
Silene flos-cuculi,species,COL,https://www.catalogueoflife.org/data/taxon/4XC6F,lychnis flos-cuculi,Invasive explicitly defined,LYFL3
Silene gallica,species,COL,https://www.catalogueoflife.org/data/taxon/4XC79,silene gallica,Invasive explicitly defined,SIGA
Silene gallica,species,COL,https://www.catalogueoflife.org/data/taxon/4XC79,silene gallica l. caryophyllaceae,Invasive explicitly defined,SIGA
Silene latifolia,species,COL,https://www.catalogueoflife.org/data/taxon/4XCGC,silene latifolia,Invasive explicitly defined,SILA21
Silene noctiflora,species,COL,https://www.catalogueoflife.org/data/taxon/4XCQG,silene noctiflora,Invasive implicitly defined,SINO
Silene vulgaris,species,COL,https://www.catalogueoflife.org/data/taxon/4XDFW,silene vulgaris,Invasive explicitly defined,SIVU
Silybum marianum,species,COL,https://www.catalogueoflife.org/data/taxon/6YPNF,silybum marianum,Invasive implicitly defined,SIMA3
Sinapis alba,species,COL,https://www.catalogueoflife.org/data/taxon/4XJCN,sinapis alba,Invasive implicitly defined,SIAL5
Sinapis arvensis,species,COL,https://www.catalogueoflife.org/data/taxon/4XJCV,sinapis arvensis,Invasive explicitly defined,SIAR4
Sinapis arvensis ssp.  arvensis,subspecies,COL,https://www.catalogueoflife.org/data/taxon/5L75Y,brassica kaber,Invasive undefined,NA
Sinomalus sieboldii,species,COL,https://www.catalogueoflife.org/data/taxon/6YR9C,malus toringo,Invasive implicitly defined,NA
Sisymbrium altissimum,species,COL,https://www.catalogueoflife.org/data/taxon/4XRSY,sisymbrium altissimum,Invasive explicitly defined,SIAL2
Sisymbrium altissimum,species,COL,https://www.catalogueoflife.org/data/taxon/4XRSY,sisymbrium altissimum l.,Invasive explicitly defined,SIAL2
Sisymbrium irio,species,COL,https://www.catalogueoflife.org/data/taxon/4XRZ8,sisymbrium irio,Invasive explicitly defined,SIIR
Sisymbrium loeselii,species,COL,https://www.catalogueoflife.org/data/taxon/4XS2D,sisymbrium loeselii,Invasive explicitly defined,SILO3
Sisymbrium loeselii,species,COL,https://www.catalogueoflife.org/data/taxon/4XS2D,sisymbrium loesellii,Invasive explicitly defined,SILO3
Sisymbrium loeselii,species,COL,https://www.catalogueoflife.org/data/taxon/4XS2D,sisymbrium loeselii l.,Invasive explicitly defined,SILO3
Sisymbrium officinale,species,COL,https://www.catalogueoflife.org/data/taxon/4XS49,sisymbrium officinale,Invasive explicitly defined,SIOF
Sisymbrium orientale,species,COL,https://www.catalogueoflife.org/data/taxon/6YSJS,sisymbrium orientale,Invasive explicitly defined,SIOR4
Sisymbrium volgense,species,COL,https://www.catalogueoflife.org/data/taxon/4XS9C,sisymbrium volgense,Invasive implicitly defined,NA
Sisyrinchium angustifolium,species,COL,https://www.catalogueoflife.org/data/taxon/4XSHW,sisyrinchium angustifolium,Invasive explicitly defined,SIAN3
Sisyrinchium montanum,species,COL,https://www.catalogueoflife.org/data/taxon/4XSRC,sisyrinchium montanum,Invasive explicitly defined,SIMO2
Sisyrinchium septentrionale,species,COL,https://www.catalogueoflife.org/data/taxon/6YSP7,sisyrinchium septentrionale,Invasive implicitly defined,SISE4
Smallanthus uvedalia,species,COL,https://www.catalogueoflife.org/data/taxon/4XV8Z,smallanthus uvedalia,Invasive implicitly defined,NA
Smilax rotundifolia,species,COL,https://www.catalogueoflife.org/data/taxon/4XWSR,smilax rotundifolia,Invasive explicitly defined,SMRO
Solanum aculeatissimum,species,COL,https://www.catalogueoflife.org/data/taxon/4XZDW,solanum aculeatissimum,Invasive explicitly defined,SOCA10
Solanum americanum,species,COL,https://www.catalogueoflife.org/data/taxon/4XZGL,solanum americanum,Invasive explicitly defined,SOAM
Solanum anguivi,species,COL,https://www.catalogueoflife.org/data/taxon/4XZHH,solanum anguivi,Invasive explicitly defined,SOAN8
Solanum angustifolium,species,COL,https://www.catalogueoflife.org/data/taxon/4XZHQ,solanum rostratum,Invasive explicitly defined,NA
Solanum angustifolium,species,COL,https://www.catalogueoflife.org/data/taxon/4XZHQ,solanum cornutum,Invasive explicitly defined,NA
Solanum betaceum,species,COL,https://www.catalogueoflife.org/data/taxon/4XZPN,solanum betaceum,Invasive explicitly defined,NA
Solanum candidum,species,COL,https://www.catalogueoflife.org/data/taxon/6YTRV,solanum candidum,Invasive explicitly defined,SOCA22
Solanum capsicoides,species,COL,https://www.catalogueoflife.org/data/taxon/4XZV3,solanum capsicoides,Invasive explicitly defined,SOCA10
Solanum carolinense,species,COL,https://www.catalogueoflife.org/data/taxon/4XZVH,solanum carolinense,Invasive explicitly defined,SOCA3
Solanum carolinense,species,COL,https://www.catalogueoflife.org/data/taxon/4XZVH,solanum carolinense l.,Invasive explicitly defined,SOCA3
Solanum chenopodioides,species,COL,https://www.catalogueoflife.org/data/taxon/4XZX5,solanum chenopodioides,Invasive explicitly defined,SOFU4
Solanum chenopodioides,species,COL,https://www.catalogueoflife.org/data/taxon/4XZX5,solanum sublobatum,Invasive explicitly defined,SOFU4
Solanum chrysotrichum,species,COL,https://www.catalogueoflife.org/data/taxon/4XZY8,solanum chrysotrichum,Invasive explicitly defined,NA
Solanum citrullifolium,species,COL,https://www.catalogueoflife.org/data/taxon/4XZYM,solanum citrullifolium,Invasive explicitly defined,SOCI
Solanum dulcamara,species,COL,https://www.catalogueoflife.org/data/taxon/4Y2BH,solanum dulcamara,Invasive explicitly defined,SODU
Solanum dulcamara,species,COL,https://www.catalogueoflife.org/data/taxon/4Y2BH,solanum dulcamara l.,Invasive explicitly defined,SODU
