paperid,GPI_name,inv_ctry,explicit_invdef,explicit_invdefdesc,implicit_invdef,implicit_invdefdesc,locdata,locdata_type,finding
ROJA2017,kalanchoe integra,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,kalanchoe pinnata,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,kyllinga nemoralis,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,lablab purpureus,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,lagerstroemia indica,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,lagerstroemia speciosa,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,lantana camara,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,lathyrus odoratus,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,launaea intybacea,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,lemna aequinoctialis,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,lemna perpusilla,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,leonotis nepetifolia,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,leonurus japonicus,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,leonurus sibiricus,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,lepidium virginicum,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,leptochloa fusca,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,leptochloa mucronata,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,leptochloa nealleyi,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,leucaena leucocephala,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,leucanthemum vulgare,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,lindernia crustacea,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,lolium perenne,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,lonicera confusa,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,lonicera japonica,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,luffa acutangula,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,lupinus angustifolius,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,lupinus plattensis,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,macfadyena ungis-cati,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,macroptilium atropurpureum,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,malva pusilla,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,mammea americana,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,mangifera indica,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,manilkara zapota,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,martynia annua,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,medicago lupulina,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,medicago polymorpha,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,megathyrsus maximus,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,melaleuca quinquenervia,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,melia azedarach,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,melicoccus bijugatus,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,melilotus officinalis,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,melinis minutiflora,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,melinis repens,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,merremia aegyptia,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,merremia cissoides,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,merremia tuberosa rendle,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,merremia umbellata,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,miconia calvescens,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,mimosa casta,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,mimosa pigra,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,mirabilis jalapa,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
ROJA2017,momordica charantia,Bahamas,Y,"we only included alien spermatophyte species classified as “invasive” on the original sources consulted. these sources followed standardized criteria (e.g., beck et al., 2008; richardson et al., 2000) to classify species as invasive: (1) species are non-native, (2) they have established in new habitats without direct human assistance after their introduction, and (3) they are spreading over considerable areas causing negative (economic or environmental) impacts.",NA,NA,N,NA,evidence suggests that species behaving as invasive in one area have higher probability to become invasive in other areas...the dataset of invasive species presented here could thus be used as a blacklist of unwanted species to prevent their spread across the region and to avoid new introductions of likely invasive species.
