paperid,author,title,year,journal,volume,issue,pages,doi,WoS,type
AMIN2006,"aminidehaghi, m.; rezaeinodehi, a.; khangholi, s.","allelopathic potential of alliaria petiolata and lepidium perfoliatum, two weeds of the cruciferae family",2006,"journal of plant diseases and proctectio, supplement",20,20,455–462,,Y,article
AMME2011,"ammer, christian; schall, peter; wördehoff, rené; lamatsch, klaus; bachmann, martin",does tree seedling growth and survival require weeding of himalayan balsam (impatiens glandulifera)?,2011,european journal of forest research,130,1,107-116,10.1007/s10342-010-0413-0,N,article
AMMO2012,"ammondt, selita a.; litton, creighton m.",competition between native hawaiian plants and the invasive grass megathyrsus maximus: implications of functional diversity for ecological restoration,2012,restoration ecology,20,5,638–646,10.1111/j.1526-100x.2011.00806.x,Y,article
AMMO2013,"ammondt, selita a.; litton, creighton m.; ellsworth, lisa m.; leary, james k.",restoration of native plant communities in a hawaiian dry lowland ecosystem dominated by the invasive grass megathyrsus maximus,2013,applied vegetation science,16,1,29–39,10.1111/j.1654-109x.2012.01208.x,Y,article
AMOD2013,"amodeo, martín raúl; zalba, sergio martín",wild cherries invading natural grasslands: unraveling colonization history from population structure and spatial patterns,2013,plant ecology,214,11,1299–1307,10.1007/s11258-013-0252-4,Y,article
AMOR2015,"de amorim, sara regina; umetsu, cristiane akemi; toledo, douglas; camargo, antonio fernando monteiro",effects of a non native species of poaceae on aquatic macrophyte community composition: a comparison with a native species,2015,journal of aquatic plant management,53,July,191–196,,Y,article
AMSE2000,"amsellem, l.; noyer, j. l.; bourgeois, t. l.e.; hossaert-mckey, m.","comparison of genetic diversity of the invasive weed rubus alceifolius poir. (rosaceae) in its native range and in areas of introduction, using amplified fragment length polymorphism (aflp) markers",2000,molecular ecology,9,4,443–455,10.1046/j.1365-294x.2000.00876.x,Y,article
AMSE2001,"amsellem, l.; chevallier, m. h.; hossaert-mckey, m.",ploidy level of the invasive weed rubus alceifolius (rosaceae) in its native range and in areas of introduction,2001,plant systematics and evolution,228,20200304,171–179,10.1007/s006060170027,Y,article
ANAB1992,"anable, michael e.; mcclaran, mitchel p.; ruyle, george b.","spread of introduced lehmann lovegrass eragrostis lehmanniana nees. in southern arizona, usa",1992,biological conservation,61,3,181–188,10.1016/0006-3207(92)91114-8,Y,article
ANDE1996,"anderson, roger c.; dhillion, shivcharn s.; kelley, timothy m.","aspects of the ecology of an invasive plant, garlic mustard (alliaria petiolata), in central illinois",1996,restoration ecology,4,2,181–191,10.1111/j.1526-100x.1996.tb00118.x,Y,article
ANDE1999,"anderson, rebecca",disturbance as a factor in the distribution of sugar maple and the invasion of norway maple into a modified woodland,1999,rhodora,101,907,264–273,,Y,article
ANDE2006,"anderson, robert p.; townsend peterson, a.; egbert, stephen l.",vegetation-index models predict areas vulnerable to purple loosestrife (lythrum salicaria) invasion in kansas,2006,the southwestern naturalist,51,4,471–480,10.1894/0038-4909(2006)51[471:vmpavt]2.0.co;2,Y,article
ANDE2007,"anderson, lars w.j.",potential for sediment-applied acetic acid for control of invasive spartina alterniflora,2007,journal of aquatic plant management,45,2,100–105,,Y,article
ANDE2009,"anderson, stuart a.j.; anderson, wendy r.",predicting the elevated dead fine fuel moisture content in gorse (ulex europaeus l.) shrub fuels,2009,canadian journal of forest research,39,12,2355–2368,10.1139/x09-142,N,article
ANDE2013A,"anderson, laurel j.; cipollini, don","gas exchange, growth, and defense responses of invasive alliaria petiolata (brassicaceae) and native geum vernum (rosaceae) to elevated atmospheric co2 and warm spring temperatures",2013,american journal of botany,100,8,1544–1554,10.3732/ajb.1300014,Y,article
ANDE2013B,"anderson, dean p.; turner, monica g.; pearson, scott m.; albright, thomas p.; peet, robert k.; wieben, ann","predicting microstegium vimineum invasion in natural plant communities of the southern blue ridge mountains, usa",2013,biological invasions,15,6,1217–1230,10.1007/s10530-012-0361-3,Y,article
ANDE2014,"anderson, s. j.; woolmore, c. b.; westbrooke, i. m.; rohan, m.",applying triclopyr to russell lupins (lupinus polyphyllus) before seed pods mature affects seed development and seed/seedling viability,2014,new zealand journal of botany,52,4,407–416,10.1080/0028825x.2014.961489,Y,article
ANDE2015A,"andersen, kelly m.; naylor, bridgett j.; endress, bryan a.; parks, catherine g.",contrasting distribution patterns of invasive and naturalized non-native species along environmental gradients in a semi-arid montane ecosystem,2015,applied vegetation science,18,4,683–693,10.1111/avsc.12185,Y,article
ANDE2015B,"anderson, jay f.; duddu, hema s.n.; shirtliffe, steven j.; benaragama, dilshan; syrovy, lena d.; stanley, katherine a.; haile, teketel a.",effects of pollination timing and distance on seed production in a dioecious weed silene latifolia,2015,acta oecologica,69,,153–160,10.1016/j.actao.2015.10.011,Y,article
ANDE2016,"anđelković, ana; Živković, milica; cvijanović, dušanka; novković, maja; marisavljević, dragana; pavlović, danijela; radulović, snežana",the contemporary records of aquatic plants invasion through the danubian floodplain corridor in serbia,2016,aquatic invasions,11,4,381-395,10.3391/ai.2016.11.4.04,Y,article
ANDE2020,"andersen, em; steidl, rj",plant invasions alter settlement patterns of breeding grassland birds,2020,ecosphere,11,1,e03012,10.1002/ecs2.3012,Y,article
ANDO2011B,"andonian, krikor; hierro, j. l.",species interactions contribute to the success of a global plant invader,2011,biological invasions,13,12,2957–2965,10.1007/s10530-011-9978-x,Y,article
ANDO2012,"andonian, krikor; hierro, josé l.; khetsuriani, liana; becerra, pablo i.; janoyan, grigor; villareal, diego; cavieres, lohengrin a.; fox, laurel r.; callaway, ragan m.",geographic mosaics of plant-soil microbe interactions in a global plant invasion,2012,journal of biogeography,39,3,600–608,10.1111/j.1365-2699.2011.02629.x,Y,article
ANDR2009A,"andrewsa, mitchell; mauleb, hamish g.; hodgec, simon; cherrilla, andrew; raven, john a.","seed dormancy, nitrogen nutrition and shade acclimation of impatiens glandulifera: implications for successful invasion of deciduous woodland",2009,plant ecology & diversity,2,2,145–153,10.1080/17550870903186256,N,article
ANDR2009B,"andrew, margaret e; ustin, susan l",habitat suitability modelling of an invasive plant with advanced remote sensing data,2009,diversity and distributions,15,4,627–640,,Y,article
ANDR2009C,"andrew, margaret e.; ustin, susan l.",effects of microtopography and hydrology on phenology of an invasive herb,2009,ecography,32,5,860–870,10.1111/j.1600-0587.2009.05930.x,Y,article
ANDR2014,"andrew, samora m.; totland, Ørjan; moe, stein r.",invasion of the cosmopolitan species echinochloa colona into herbaceous vegetation of a tropical wetland system,2014,ecological research,29,5,969–979,10.1007/s11284-014-1185-7,Y,article
ANDU2012,"andújar, d.; barroso, j.; fernández-quintanilla, c.; dorado, j.",spatial and temporal dynamics of sorghum halepense patches in maize crops,2012,weed research,52,5,411–420,10.1111/j.1365-3180.2012.00937.x,Y,article
ANEE2017,"aneece, itiya p.; epstein, howard; lerdau, manuel",correlating species and spectral diversities using hyperspectral remote sensing in early-successional fields,2017,ecology and evolution,7,10,3475–3488,10.1002/ece3.2876,Y,article
ANGE2006,"angeloni, nicholas l.; jankowski, kathi jo; tuchman, nancy c.; kelly, john j.",effects of an invasive cattail species (typha x glauca) on sediment nitrogen and microbial community composition in a freshwater wetland,2006,fems microbiology letters,263,1,86–92,10.1111/j.1574-6968.2006.00409.x,N,article
ANIC2015,"anic, v.; henríquez, c. a.; abades, s. r.; bustamante, r. o.",number of conspecifics and reproduction in the invasive plant eschscholzia californica (papaveraceae): is there a pollinator-mediated allee effect?,2015,plant biology,17,3,720-727,10.1111/plb.12293,Y,article
ANKO2020,"an'kova, tv; zykova, ey",chromosome numbers in some alien plant species of novosibirsk region (novosibirsk city): post i,2020,turczaninowia,23,3,20210511,10.14258/turczaninowia.23.3.1,Y,article
ANNA2003,"annapurna, c.; singh, j. s.",variation of parthenium hysterophorus in response to soil quality: implications for invasiveness,2003,weed research,43,3,190–198,10.1046/j.1365-3180.2003.00332.x,Y,article
ANNA2017,"anna, bomanowska; agnieszka, rewicz; krasoń, wgjk; others","invasive alien plants in protected areas within city borders, \lódź,(poland).",2017,pakistan journal of botany,49,1,311–316,,Y,article
ANNE2008,"annen, craig a.",effects of tillage and growth regulator pretreatments on reed canarygrass (phalaris arundinacea l.) control with sethoxydim,2008,natural areas journal,28,1,6–13,10.3375/0885-8608(2008)28[6:eotagr]2.0.co;2,Y,article
ANSA2010,"ansari, shahin; daehler, curtis c.","life history variation in a temperate plant invader, verbascum thapsus along a tropical elevational gradient in hawaii",2010,biological invasions,12,12,4033–4047,10.1007/s10530-010-9810-z,N,article
ANSA2011,"ansari, shahin; daehler, curtis c.","fasciation in invading common mullein, verbascum thapsus (scrophulariaceae): testing the roles of genetic and environmental factors",2011,pacific science,65,4,451–463,10.2984/65.4.451,N,article
ANSL2005,"ansley, r. james; rasmussen, g. allen",managing native invasive juniper species using fire,2005,weed technology,19,3,517–522,10.1614/wt-04-098r1.1,Y,article
ANSO2019,"ansong, michael; pergl, jan; essl, franz; hejda, martin; van kleunen, mark; randall, rod; pyšek, petr",naturalized and invasive alien flora of ghana,2019,biological invasions,21,3,669-683,10.1007/s10530-018-1860-7,Y,article
ANTI2012,"antill, tim m.; naeth, m. anne; bork, edward w.; westhaver, alan l.",russian thistle (salsola tragus l.) control on bighorn sheep winter ranges in jasper national park,2012,natural areas journal,32,4,391–397,10.3375/043.032.0407,Y,article
ANTT2000,"anttila, c. k.; king, r. a.; ferris, c.; ayres, d. r.; strong, d. r.",reciprocal hybrid formation of spartina in san francisco bay,2000,molecular ecology,9,6,765–770,10.1046/j.1365-294x.2000.00935.x,Y,article
ANZL2014,"anžlovar, sabina; dolenc koce, jasna",antibacterial and antifungal activity of aqueous and organic extracts from indigenous and invasive species of goldenrod (solidago spp.) grown in slovenia,2014,phyton annales rei botanicae,54,1,135–147,10.12905/0380.phython54(1)2014-0135,Y,article
APFE1983,"apfelbaum, s. i.; ludwig, j. p.; ludwig, c. e.","ecological problems associated with disruption of dune vegetation dynamics by casuarina equisetifolia l. at sand island, midway atoll.",1983,atoll research bulletin,260-272,261,,10.5479/si.00775630.261.1,Y,article
APLE1990,"aplet, g. h.",alteration of earthworm community biomass by the alien myrica faya in hawai'i,1990,oecologia,82,3,414–416,10.1007/bf00317491,Y,article
APLE1998,"aplet, gregory h.; hughes, r. flint; vitousek, peter m.",ecosystem development on hawaiian lava flows: biomass and species composition,1998,journal of vegetation science,9,1,17–26,10.2307/3237219,Y,article
APPA2020,"appalasamy, m; ramdhani, s; sershen",aliens in the city: towards identifying non-indigenous floristic hotspots within an urban matrix,2020,flora,269,NA,151631,10.1016/j.flora.2020.151631,Y,article
APRI_2011,"april, vuyokazi; robertson, mark p.; simelane, david o.",interaction between uroplata girardi (coleoptera: chrysomelidae) and ophiomyia camarae (diptera: agromyzidae) on a shared host lantana camara (verbenaceae),2011,environmental entomology,40,5,1123–1130,10.1603/en11027,N,article
ARAG2014A,"aragón, roxana; sardans, jordi; peñuelas, josep",soil enzymes associated with carbon and nitrogen cycling in invaded and native secondary forests of northwestern argentina,2014,plant and soil,384,20200102,169–183,10.1007/s11104-014-2192-8,Y,article
ARAG2014B,"aragón, roxana; montti, lia; ayup, maría marta; fernández, romina",exotic species as modifiers of ecosystem processes: litter decomposition in native and invaded secondary forests of nw argentina,2014,acta oecologica,54,,21–28,10.1016/j.actao.2013.03.007,Y,article
ARAV2010,"aravind, n. a.; rao, dinesh; ganeshaiah, k. n.; uma shaanker, r.; poulsen, john g.","impact of the invasive plant, lantana camara, on bird assemblages at malé mahadeshwara reserve forest, south india",2010,tropical ecology,51,2 SUPPL.,325–338,,N,article
ARCH2014,"archbald, gavin; boyer, katharyn e.",potential for spread of algerian sea lavender (limonium ramosissimum subsp. provinciale) in tidal marshes,2014,invasive plant science and management,7,3,454–463,10.1614/ipsm-d-13-00091.1,Y,article
ARES2001,"ares, a.; fownes, j. h.","productivity, resource use, and competitive interactions of fraxinus uhdei in hawaii uplands",2001,canadian journal of forest research,31,1,132–142,10.1139/cjfr-31-1-132,N,article
AREV2005,"arévalo, josé ramón; fernández-palacios, josé maría","gradient analysis of exotic pinus radiata plantations and potential restoration of natural vegetation in tenerife, canary islands (spain)",2005,acta oecologica,27,1,1–8,10.1016/j.actao.2004.08.003,Y,article
AREV2010,"arévalo, j. ramón; afonso, leila; naranjo, agustín; salas, marcos",invasion of the gran canaria ravines ecosystems (canary islands) by the exotic species acacia farnesiana,2010,plant ecology,206,2,185–193,10.1007/s11258-009-9633-0,Y,article
